"Meetnet";"MeetpuntID";"ID_VBI";"Plot";"OpnameID";"Habitattype";"Habitatsubtype";"SBZH";"Date";"X";"Y";"GRTS_ranking";"PlotWeight_cirkelplot";"StratumWeight";"PlotWeight_vegetatieplot";"Periode";"Phab"
"MHK";"1062930";;"Vegetatieplot";"IV2017021416154407";"6410";"6410_mo";"Binnen";"2016-07-28";231069,591973;204398,113583;1062930;;0,621739130434783;100;;
"MHK";"10766985";;"Cirkelplot";"IV2017020309560065";"6410";"6410_mo";"Binnen";"2016-06-09";112125,811604;193388,314782;10766985;95;0,621739130434783;;;
"MHK";"10766985";;"Vegetatieplot";"IV2017020310250354";"6410";"6410_mo";"Binnen";"2016-06-09";112125,811604;193388,314782;10766985;;0,621739130434783;100;;
"MHK";"1156230";;"Cirkelplot";"IV2017022212325377";"6410";"6410_mo";"Buiten";"2015-06-09";181411,666491;181547,409576;1156230;87;0,922222222222222;;;
"MHK";"1156230";;"Vegetatieplot";"IV2017022213011877";"6410";"6410_mo";"Buiten";"2015-06-09";181411,666491;181547,409576;1156230;;0,922222222222222;100;;
"MHK";"1583446";;"Cirkelplot";"IV2017022011083153";"6410";"6410_mo";"Binnen";"2016-07-19";184605,249834;185966,141663;1583446;70;0,621739130434783;;;
"MHK";"1583446";;"Vegetatieplot";"IV2017022011205318";"6410";"6410_mo";"Binnen";"2016-07-19";184605,249834;185966,141663;1583446;;0,621739130434783;100;;
"MHK";"1642233";;"Cirkelplot";"IV2017112915064012";"6410";"6410_mo";"Binnen";"2017-06-23";124061,591973;182990,113583;1642233;100;0,621739130434783;;;
"MHK";"1642233";;"Vegetatieplot";"IV2017112915243954";"6410";"6410_mo";"Binnen";"2017-06-23";124061,591973;182990,113583;1642233;;0,621739130434783;100;;
"MHK";"2160774";;"Cirkelplot";"IV2017022310474384";"6410";"6410_mo";"Binnen";"2016-07-06";185036,683962;180200,415383;2160774;55;0,621739130434783;;;
"MHK";"2160774";;"Vegetatieplot";"IV2017022315312444";"6410";"6410_mo";"Binnen";"2016-07-06";185036,683962;180200,415383;2160774;;0,621739130434783;100;;
"MHK";"2173889";;"Cirkelplot";"IV2017020308164723";"6410";"6410_mo";"Binnen";"2016-08-30";73015,4154653;205536,863949;2173889;100;0,621739130434783;;;
"MHK";"2173889";;"Vegetatieplot";"IV2017020308555607";"6410";"6410_mo";"Binnen";"2016-08-30";73015,4154653;205536,863949;2173889;;0,621739130434783;100;;
"MHK";"2839602";;"Cirkelplot";"IV2017022316243012";"6410";"6410_mo";"Binnen";"2016-06-08";221402,530054;175373,420083;2839602;50;0,621739130434783;;;
"MHK";"2839602";;"Vegetatieplot";"IV2017022318064503";"6410";"6410_mo";"Binnen";"2016-06-08";221402,530054;175373,420083;2839602;;0,621739130434783;100;;
"MHK";"2898758";;"Cirkelplot";"IV2017021313300649";"6410";"6410_mo";"Binnen";"2015-06-12";177693,591973;167246,113583;2898758;64;0,621739130434783;;;
"MHK";"2898758";;"Vegetatieplot";"IV2017021314165316";"6410";"6410_mo";"Binnen";"2015-06-12";177693,591973;167246,113583;2898758;;0,621739130434783;100;;
"MHK";"3008870";;"Cirkelplot";"IV2017022112283578";"6410";"6410_mo";"Buiten";"2015-07-07";197410,068133;167374,963378;3008870;95;0,922222222222222;;;
"MHK";"3008870";;"Vegetatieplot";"IV2017022112545290";"6410";"6410_mo";"Buiten";"2015-07-07";197410,068133;167374,963378;3008870;;0,922222222222222;100;;
"MHK";"3016210";;"Cirkelplot";"IV2017021410455484";"6410";"6410_mo";"Buiten";"2015-06-23";231709,338377;212142,287865;3016210;100;0,922222222222222;;;
"MHK";"3016210";;"Vegetatieplot";"IV2017021411231990";"6410";"6410_mo";"Buiten";"2015-06-23";231709,338377;212142,287865;3016210;;0,922222222222222;100;;
"MHK";"3741830";;"Cirkelplot";"IV2017022211082902";"6410";"6410_mo";"Binnen";"2015-06-09";182912,359587;180618,748096;3741830;74;0,621739130434783;;;
"MHK";"3741830";;"Vegetatieplot";"IV2017022211385297";"6410";"6410_mo";"Binnen";"2015-06-09";182912,359587;180618,748096;3741830;;0,621739130434783;100;;
"MHK";"3777298";;"Cirkelplot";"IV2017021512174228";"6410";"6410_mo";"Binnen";"2016-07-27";223773,967018;205645,946869;3777298;80;0,621739130434783;;;
"MHK";"3777298";;"Vegetatieplot";"IV2017021513172295";"6410";"6410_mo";"Binnen";"2016-07-27";223773,967018;205645,946869;3777298;;0,621739130434783;100;;
"MHK";"4008897";;"Cirkelplot";"IV2017020309175600";"6410";"6410_mo";"Binnen";"2016-08-30";72987,1733862;205531,707453;4008897;100;0,621739130434783;;;
"MHK";"4008897";;"Vegetatieplot";"IV2017020309320429";"6410";"6410_mo";"Binnen";"2016-08-30";72987,1733862;205531,707453;4008897;;0,621739130434783;100;;
"MHK";"4026418";;"Cirkelplot";"IV2017021716013587";"6410";"6410_mo";"Buiten";"2016-06-18";219697,361855;172073,427524;4026418;50;0,922222222222222;;;
"MHK";"4026418";;"Vegetatieplot";"IV2017021717085050";"6410";"6410_mo";"Buiten";"2016-06-18";219697,361855;172073,427524;4026418;;0,922222222222222;100;;
"MHK";"4042038";;"Cirkelplot";"IV2017021011171644";"6410";"6410_mo";"Binnen";"2015-05-29";186216,363647;186594,993925;4042038;80;0,621739130434783;;;
"MHK";"4042038";;"Vegetatieplot";"IV2017021011372088";"6410";"6410_mo";"Binnen";"2015-05-29";186216,363647;186594,993925;4042038;;0,621739130434783;100;;
"MHK";"4057446";;"Cirkelplot";"IV2017022115074420";"6410";"6410_mo";"Buiten";"2015-07-07";197338,927889;167316,535926;4057446;78;0,922222222222222;;;
"MHK";"4057446";;"Vegetatieplot";"IV2017022115375527";"6410";"6410_mo";"Buiten";"2015-07-07";197338,927889;167316,535926;4057446;;0,922222222222222;100;;
"MHK";"4598982";;"Cirkelplot";"IV2017021311505729";"6410";"6410_mo";"Binnen";"2015-06-19";162077,507011;179565,95051;4598982;50;0,621739130434783;;;
"MHK";"4598982";;"Vegetatieplot";"IV2017021312171588";"6410";"6410_mo";"Binnen";"2015-06-19";162077,507011;179565,95051;4598982;;0,621739130434783;100;;
"MHK";"480306";;"Cirkelplot";"IV2017022411275584";"6410";"6410_mo";"Binnen";"2016-06-08";221339,542454;175265,493719;480306;100;0,621739130434783;;;
"MHK";"480306";;"Vegetatieplot";"IV2017022412465341";"6410";"6410_mo";"Binnen";"2016-06-08";221339,542454;175265,493719;480306;;0,621739130434783;100;;
"MHK";"4975814";;"Cirkelplot";"IV2017021310384624";"6410";"6410_mo";"Binnen";"2015-06-19";162492,83913;179576,211702;4975814;60;0,621739130434783;;;
"MHK";"4975814";;"Vegetatieplot";"IV2017021311152342";"6410";"6410_mo";"Binnen";"2015-06-19";162492,83913;179576,211702;4975814;;0,621739130434783;100;;
"MHK";"498886";;"Cirkelplot";"IV2017021413520341";"6410";"6410_mo";"Binnen";"2016-08-25";164509,742323;178543,600842;498886;80;0,621739130434783;;;
"MHK";"498886";;"Vegetatieplot";"IV2017021414091295";"6410";"6410_mo";"Binnen";"2016-08-25";164509,742323;178543,600842;498886;;0,621739130434783;100;;
"MHK";"5783154";;"Cirkelplot";"IV2017022012400428";"6410";"6410_mo";"Binnen";"2016-07-12";220702,062707;168618,956605;5783154;30;0,621739130434783;;;
"MHK";"5783154";;"Vegetatieplot";"IV2017022013121858";"6410";"6410_mo";"Binnen";"2016-07-12";220702,062707;168618,956605;5783154;;0,621739130434783;100;;
"MHK";"6152326";;"Cirkelplot";"IV2017021017175886";"6410";"6410_mo";"Binnen";"2015-05-28";179839,935261;184590,403945;6152326;75;0,621739130434783;;;
"MHK";"6152326";;"Vegetatieplot";"IV2017021017402906";"6410";"6410_mo";"Binnen";"2015-05-28";179839,935261;184590,403945;6152326;;0,621739130434783;100;;
"MHK";"6194105";;"Cirkelplot";"IV2017113010285455";"6410";"6410_mo";"Buiten";"2017-06-20";145463,31811;156126,598224;6194105;64;0,922222222222222;;;
"MHK";"6194105";;"Vegetatieplot";"IV2017113011505228";"6410";"6410_mo";"Buiten";"2017-06-20";145463,31811;156126,598224;6194105;;0,922222222222222;100;;
"MHK";"6645958";;"Cirkelplot";"IV2017113008452613";"6410";"6410_mo";"Binnen";"2017-06-23";169085,461202;177870,060719;6645958;60;0,621739130434783;;;
"MHK";"6645958";;"Vegetatieplot";"IV2017113010102631";"6410";"6410_mo";"Binnen";"2017-06-23";169085,461202;177870,060719;6645958;;0,621739130434783;100;;
"MHK";"6948370";;"Cirkelplot";"IV2018030714024007";"6410";"6410_mo";"Buiten";"2017-07-03";231741,554902;212238,110477;6948370;100;0,922222222222222;;;
"MHK";"6948370";;"Vegetatieplot";"IV2018030714233862";"6410";"6410_mo";"Buiten";"2017-07-03";231741,554902;212238,110477;6948370;;0,922222222222222;100;;
"MHK";"7072966";;"Cirkelplot";"IV2017120118342938";"6410";"6410_mo";"Binnen";"2017-05-29";162429,733439;179534,421694;7072966;50;0,621739130434783;;;
"MHK";"7072966";;"Vegetatieplot";"IV2017120118520910";"6410";"6410_mo";"Binnen";"2017-05-29";162429,733439;179534,421694;7072966;;0,621739130434783;100;;
"MHK";"7203174";;"Cirkelplot";"IV2018030614095561";"6410";"6410_mo";"Buiten";"2017-07-19";197341,644569;167342,101685;7203174;100;0,922222222222222;;;
"MHK";"7203174";;"Vegetatieplot";"IV2018030614122464";"6410";"6410_mo";"Buiten";"2017-07-19";197341,644569;167342,101685;7203174;;0,922222222222222;100;;
"MHK";"742450";;"Cirkelplot";"IV2017022410260914";"6410";"6410_mo";"Binnen";"2016-06-16";221704,762861;175515,144844;742450;100;0,621739130434783;;;
"MHK";"742450";;"Vegetatieplot";"IV2017022410371769";"6410";"6410_mo";"Binnen";"2016-06-16";221704,762861;175515,144844;742450;;0,621739130434783;100;;
"MHK";"8121542";;"Cirkelplot";"IV2017120117561385";"6410";"6410_mo";"Binnen";"2017-05-29";162462,066284;179501,347685;8121542;90;0,621739130434783;;;
"MHK";"8121542";;"Vegetatieplot";"IV2017120118231406";"6410";"6410_mo";"Binnen";"2017-05-29";162462,066284;179501,347685;8121542;;0,621739130434783;100;;
"MHK";"8158406";;"Cirkelplot";"IV2017120114521398";"6410";"6410_mo";"Binnen";"2017-05-29";162798,290085;179928,836888;8158406;60;0,621739130434783;;;
"MHK";"8158406";;"Vegetatieplot";"IV2017120117414722";"6410";"6410_mo";"Binnen";"2017-05-29";162798,290085;179928,836888;8158406;;0,621739130434783;100;;
"MHK";"905382";;"Cirkelplot";"IV2017022015155634";"6410";"6410_mo";"Buiten";"2015-06-11";196509,591973;183374,113583;905382;60;0,922222222222222;;;
"MHK";"905382";;"Vegetatieplot";"IV2017022015390187";"6410";"6410_mo";"Buiten";"2015-06-11";196509,591973;183374,113583;905382;;0,922222222222222;100;;
"MHK";"1286278";;"Cirkelplot";"IV2017021018002273";"6410";"6410_ve";"Binnen";"2015-06-25";180219,842933;185028,230266;1286278;50;1,5;;;
"MHK";"1286278";;"Vegetatieplot";"IV2017021018144986";"6410";"6410_ve";"Binnen";"2015-06-25";180219,842933;185028,230266;1286278;;1,5;100;;
"MHK";"1346134";;"Cirkelplot";"IV2017021416061568";"6410";"6410_ve";"Buiten";"2016-08-24";174146,022539;197569,658767;1346134;100;4,2;;;
"MHK";"1346134";;"Vegetatieplot";"IV2017021416161173";"6410";"6410_ve";"Buiten";"2016-08-24";174146,022539;197569,658767;1346134;;4,2;100;;
"MHK";"1618054";;"Cirkelplot";"IV2017021016462422";"6410";"6410_ve";"Binnen";"2015-05-28";179076,324128;184811,52642;1618054;100;1,5;;;
"MHK";"1618054";;"Vegetatieplot";"IV2017021017031808";"6410";"6410_ve";"Binnen";"2015-05-28";179076,324128;184811,52642;1618054;;1,5;100;;
"MHK";"17475649";;"Cirkelplot";"IV2017010915000761";"6410";"6410_ve";"Binnen";"2015-07-10";74173,5919735;200686,113583;17475649;100;1,5;;;
"MHK";"17475649";;"Vegetatieplot";"IV2017010916362743";"6410";"6410_ve";"Binnen";"2015-07-10";74173,5919735;200686,113583;17475649;;1,5;100;;
"MHK";"2468182";;"Cirkelplot";"IV2017021009391220";"6410";"6410_ve";"Binnen";"2015-05-29";185891,904552;186692,939878;2468182;55;1,5;;;
"MHK";"2468182";;"Vegetatieplot";"IV2017021009570606";"6410";"6410_ve";"Binnen";"2015-05-29";185891,904552;186692,939878;2468182;;1,5;100;;
"MHK";"2664513";;"Cirkelplot";"IV2017010922050123";"6410";"6410_ve";"Binnen";"2015-07-10";74205,5919735;200654,113583;2664513;100;1,5;;;
"MHK";"2664513";;"Vegetatieplot";"IV2017010922225486";"6410";"6410_ve";"Binnen";"2015-07-10";74205,5919735;200654,113583;2664513;;1,5;100;;
"MHK";"2760937";;"Cirkelplot";"IV2017012716313882";"6410";"6410_ve";"Binnen";"2016-09-12";146557,542056;196046,184558;2760937;60;1,5;;;
"MHK";"2760937";;"Vegetatieplot";"IV2017012716564741";"6410";"6410_ve";"Binnen";"2016-09-12";146557,542056;196046,184558;2760937;;1,5;100;;
"MHK";"4390190";;"Cirkelplot";"IV2017012715235876";"6410";"6410_ve";"Binnen";"2016-06-10";187389,591973;232430,113583;4390190;100;1,5;;;
"MHK";"4390190";;"Vegetatieplot";"IV2017012715472176";"6410";"6410_ve";"Binnen";"2016-06-10";187389,591973;232430,113583;4390190;;1,5;100;;
"MHK";"4599942";;"Cirkelplot";"IV2017120111214650";"6410";"6410_ve";"Binnen";"2017-06-29";179068,824823;184795,802684;4599942;100;1,5;;;
"MHK";"4599942";;"Vegetatieplot";"IV2017120111463956";"6410";"6410_ve";"Binnen";"2017-06-29";179068,824823;184795,802684;4599942;;1,5;100;;
"MHK";"5624882";;"Cirkelplot";"IV2018030711143521";"6410";"6410_ve";"Binnen";"2017-07-10";221817,544562;175440,42983;5624882;50;1,5;;;
"MHK";"5624882";;"Vegetatieplot";"IV2018030711265492";"6410";"6410_ve";"Binnen";"2017-07-10";221817,544562;175440,42983;5624882;;1,5;100;;
"MHK";"6102322";;"Cirkelplot";"IV2018082407540429";"6410";"6410_ve";"Binnen";"2017-06-08";225085,621925;178701,711411;6102322;90;1,5;;;
"MHK";"6102322";;"Vegetatieplot";"IV2018082408442571";"6410";"6410_ve";"Binnen";"2017-06-08";225085,621925;178701,711411;6102322;;1,5;100;;
"MHK";"9087041";;"Cirkelplot";"IV2017021312415166";"6410";"6410_ve";"Binnen";"2015-07-10";74205,5919735;200718,113583;9087041;90;1,5;;;
"MHK";"9087041";;"Vegetatieplot";"IV2017021313081237";"6410";"6410_ve";"Binnen";"2015-07-10";74205,5919735;200718,113583;9087041;;1,5;100;;
"MHK";"118441";;"Vegetatieplot";"118441";"6510";"6510_hu";"Buiten";"2016-06-13";127069,61;191566,003;118441;0,124808913397496;304,3;;;
"MHK";"127218";;"Vegetatieplot";"127218";"6510";"6510_hu";"Binnen";"2014-05-19";236382,528;174962,002;127218;1;14,8423076923077;;;
"MHK";"143382";;"Vegetatieplot";"143382";"6510";"6510_hu";"Buiten";"2016-05-30";167965,694;201678,025;143382;0,922031742351525;304,3;;;
"MHK";"162790";;"Vegetatieplot";"162790";"6510";"6510_hu";"Binnen";"2014-05-23";205438,198;183632,769;162790;0,685502935968961;14,8423076923077;;;
"MHK";"18546";;"Vegetatieplot";"18546";"6510";"6510_hu";"Binnen";"2014-06-05";229727,006;163889,891;18546;0,894104962028499;14,8423076923077;;;
"MHK";"20217";;"Vegetatieplot";"20217";"6510";"6510_hu";"Binnen";"2016-05-31";124254,256;182637,389;20217;1;14,8423076923077;;;
"MHK";"206134";;"Vegetatieplot";"206134";"6510";"6510_hu";"Binnen";"2014-06-12";192126,005;188880,308;206134;0,797450754551543;14,8423076923077;;;
"MHK";"243846";;"Vegetatieplot";"243846";"6510";"6510_hu";"Binnen";"2014-05-22";185566,261;180847,983;243846;1;14,8423076923077;;;
"MHK";"258390";;"Vegetatieplot";"258390";"6510";"6510_hu";"Binnen";"2015-11-13";184349,591973;190318,113583;258390;1;14,8423076923077;;;
"MHK";"333385";;"Vegetatieplot";"333385";"6510";"6510_hu";"Binnen";"2014-06-10";104638,411;177836,86;333385;0,535834413435679;14,8423076923077;;;
"MHK";"386674";;"Vegetatieplot";"386674";"6510";"6510_hu";"Binnen";"2014-06-02";224638,487;165554,394;386674;0,826190011034674;14,8423076923077;;;
"MHK";"398529";;"Vegetatieplot";"398529";"6510";"6510_hu";"Binnen";"2014-06-02";86365,5919735;203534,113583;398529;0,313336785431129;14,8423076923077;;;
"MHK";"409654";;"Vegetatieplot";"409654";"6510";"6510_hu";"Binnen";"2014-05-27";197054,028;190128,568;409654;0,844637247864529;14,8423076923077;;;
"MHK";"41814";;"Vegetatieplot";"41814";"6510";"6510_hu";"Buiten";"2014-06-11";176797,805;191919,556;41814;0,637587473719097;304,3;;;
"MHK";"452066";;"Vegetatieplot";"452066";"6510";"6510_hu";"Binnen";"2014-06-11";251645,271;206418,675;452066;1;14,8423076923077;;;
"MHK";"47446";;"Vegetatieplot";"47446";"6510";"6510_hu";"Binnen";"2014-06-13";184125,981;189199,884;47446;0,544040717384114;14,8423076923077;;;
"MHK";"501046";;"Vegetatieplot";"501046";"6510";"6510_hu";"Binnen";"2014-05-27";193182,017;189104,386;501046;1;14,8423076923077;;;
"MHK";"528582";;"Vegetatieplot";"528582";"6510";"6510_hu";"Binnen";"2014-06-11";161918,201;182062,961;528582;0,731927057455778;14,8423076923077;;;
"MHK";"556006";;"Vegetatieplot";"556006";"6510";"6510_hu";"Binnen";"2014-05-23";205342,215;182864,813;556006;1;14,8423076923077;;;
"MHK";"576033";;"Vegetatieplot";"576033";"6510";"6510_hu";"Binnen";"2016-06-24";79870,988;164715,572;576033;0,542693794995355;14,8423076923077;;;
"MHK";"589110";;"Vegetatieplot";"589110";"6510";"6510_hu";"Binnen";"2014-06-12";189470,038;187504,094;589110;1;14,8423076923077;;;
"MHK";"605493";;"Vegetatieplot";"605493";"6510";"6510_hu";"Binnen";"2014-06-06";77596,566;227371,604;605493;0,528374762306686;14,8423076923077;;;
"MHK";"63270";;"Vegetatieplot";"63270";"6510";"6510_hu";"Buiten";"2014-06-06";208030,971;165072,965;63270;0,576519132591985;304,3;;;
"MHK";"643970";;"Vegetatieplot";"643970";"6510";"6510_hu";"Binnen";"2014-06-10";254942,941;159186,584;643970;1;14,8423076923077;;;
"MHK";"659794";;"Vegetatieplot";"659794";"6510";"6510_hu";"Binnen";"2014-05-20";247742,033;188082,582;659794;0,55040691510779;14,8423076923077;;;
"MHK";"676914";;"Vegetatieplot";"676914";"6510";"6510_hu";"Binnen";"2014-05-28";220862,611;175281,425;676914;1;14,8423076923077;;;
"MHK";"677174";;"Vegetatieplot";"677174";"6510";"6510_hu";"Binnen";"2014-06-12";190942,033;188496,183;677174;1;14,8423076923077;;;
"MHK";"78294";;"Vegetatieplot";"78294";"6510";"6510_hu";"Binnen";"2016-06-03";180572,773;216815,692;78294;1;14,8423076923077;;;
"MHK";"79986";;"Vegetatieplot";"79986";"6510";"6510_hu";"Binnen";"2014-06-03";228639,132;163377,587;79986;0,690272672072116;14,8423076923077;;;
"MHK";"99521";;"Vegetatieplot";"99521";"6510";"6510_hu";"Binnen";"2014-06-03";87069,414;204267,951;99521;0,560624269479122;14,8423076923077;;;
"MHK";"1152657";;"Vegetatieplot";"1152657";"6510";"6510_hua";"Buiten";"2014-05-30";37886,161;183945,952;1152657;1;15,1;;;
"MHK";"366225";;"Vegetatieplot";"366225";"6510";"6510_hua";"Buiten";"2014-05-30";37677,551;183736,453;366225;1;15,1;;;
"MHK";"38545";;"Vegetatieplot";"38545";"6510";"6510_hua";"Buiten";"2014-05-30";37918,266;183977,96;38545;1;15,1;;;
"MHK";"720369";;"Vegetatieplot";"720369";"6510";"6510_hua";"Buiten";"2014-06-11";43646,063;186890,087;720369;1;15,1;;;
"MHK";"845457";;"Vegetatieplot";"845457";"6510";"6510_hua";"Buiten";"2016-06-09";36253,5919735;183918,113583;845457;1;15,1;;;
"MHK";"968217";;"Vegetatieplot";"968217";"6510";"6510_hua";"Buiten";"2016-06-01";94205,5919735;168686,113583;968217;1;15,1;;;
"MHK";"980625";;"Vegetatieplot";"980625";"6510";"6510_hua";"Buiten";"2016-06-09";37310,027;183690,023;980625;1;15,1;;;
"MHK";"1007490";;"Vegetatieplot";"1007490";"6510";"6510_huk";"Buiten";"2014-06-05";256383,297;157682,913;1007490;1;20,7;;;
"MHK";"1487746";;"Vegetatieplot";"1487746";"6510";"6510_huk";"Binnen";"2014-06-03";254623,215;159730,887;1487746;0,585855240148789;8,92;;;
"MHK";"1569666";;"Vegetatieplot";"1569666";"6510";"6510_huk";"Binnen";"2014-05-23";253855,234;159314,919;1569666;0,652432110695137;8,92;;;
"MHK";"1618818";;"Vegetatieplot";"1618818";"6510";"6510_huk";"Binnen";"2014-06-03";254719,176;159378,941;1618818;1;8,92;;;
"MHK";"308098";;"Vegetatieplot";"308098";"6510";"6510_huk";"Binnen";"2014-05-22";254527,189;159602,621;308098;0,831717206774397;8,92;;;
"MHK";"589698";;"Vegetatieplot";"589698";"6510";"6510_huk";"Binnen";"2014-06-04";258271,021;159185,845;589698;0,59097963634118;8,92;;;
"MHK";"1280278";;"Vegetatieplot";"1280278";"6510";"6510_hus";"Binnen";"2014-05-27";164510,098;187183,092;1280278;1;5,06666666666667;;;
"MHK";"231702";;"Vegetatieplot";"231702";"6510";"6510_hus";"Binnen";"2014-05-27";164414,031;187247,084;231702;0,888326262181175;5,06666666666667;;;
"MHK";"2328854";;"Vegetatieplot";"2328854";"6510";"6510_hus";"Binnen";"2014-05-27";164446,042;187183,259;2328854;0,893693320539885;5,06666666666667;;;
"MHK";"2867990";;"Vegetatieplot";"2867990";"6510";"6510_hus";"Buiten";"2014-05-22";155038,039;186414,796;2867990;0,931165467696743;1,46666666666667;;;
"MHK";"327153";;"Vegetatieplot";"327153";"6510";"6510_hus";"Buiten";"2016-06-15";44155,996;187657,354;327153;0,734399853701224;1,46666666666667;;;
"MHK";"636561";;"Vegetatieplot";"636561";"6510";"6510_hus";"Buiten";"2016-06-09";37598,169;183721,83;636561;1;1,46666666666667;;;
"MHK";"1004470";;"Cirkelplot";"IV2017022111173825";"7140";"7140_meso";"Binnen";"2015-08-18";216413,591973;198222,113583;1004470;100;6,17391304347826;;;
"MHK";"1004470";;"Vegetatieplot";"IV2017022111183354";"7140";"7140_meso";"Binnen";"2015-08-18";216413,591973;198222,113583;1004470;;6,17391304347826;100;;
"MHK";"1013294";;"Cirkelplot";"IV2017020813265807";"7140";"7140_meso";"Binnen";"2016-09-20";202187,980146;224168,021881;1013294;100;6,17391304347826;;;
"MHK";"1013294";;"Vegetatieplot";"IV2017020813570832";"7140";"7140_meso";"Binnen";"2016-09-20";202187,980146;224168,021881;1013294;;6,17391304347826;100;;
"MHK";"103094";;"Cirkelplot";"IV2017021515592266";"7140";"7140_meso";"Binnen";"2016-09-15";213355,217623;187661,119908;103094;50;6,17391304347826;;;
"MHK";"103094";;"Vegetatieplot";"IV2017021516075256";"7140";"7140_meso";"Binnen";"2016-09-15";213355,217623;187661,119908;103094;;6,17391304347826;100;;
"MHK";"1087350";;"Cirkelplot";"IV2017021710141595";"7140";"7140_meso";"Binnen";"2016-09-20";206451,702357;204207,7394;1087350;87;6,17391304347826;;;
"MHK";"1087350";;"Vegetatieplot";"IV2017021710262223";"7140";"7140_meso";"Binnen";"2016-09-20";206451,702357;204207,7394;1087350;;6,17391304347826;100;;
"MHK";"1140434";;"Cirkelplot";"IV2018030719161925";"7140";"7140_meso";"Binnen";"2017-07-04";223493,907246;188159,600653;1140434;80;6,17391304347826;;;
"MHK";"1140434";;"Vegetatieplot";"IV2018030719244841";"7140";"7140_meso";"Binnen";"2017-07-04";223493,907246;188159,600653;1140434;;6,17391304347826;100;;
"MHK";"1388150";;"Cirkelplot";"IV2017021513460105";"7140";"7140_meso";"Binnen";"2015-06-29";210845,840907;206990,246225;1388150;100;6,17391304347826;;;
"MHK";"1388150";;"Vegetatieplot";"IV2017021513582966";"7140";"7140_meso";"Binnen";"2015-06-29";210845,840907;206990,246225;1388150;;6,17391304347826;100;;
"MHK";"1635254";;"Cirkelplot";"IV2017021716250537";"7140";"7140_meso";"Binnen";"2015-09-21";217693,591973;198510,113583;1635254;100;6,17391304347826;;;
"MHK";"1635254";;"Vegetatieplot";"IV2017021716440979";"7140";"7140_meso";"Binnen";"2015-09-21";217693,591973;198510,113583;1635254;;6,17391304347826;100;;
"MHK";"1749942";;"Cirkelplot";"IV2017021712024375";"7140";"7140_meso";"Binnen";"2015-09-17";218271,2669;199177,4062;1749942;81;6,17391304347826;;;
"MHK";"1749942";;"Vegetatieplot";"IV2017021712152647";"7140";"7140_meso";"Binnen";"2015-09-17";218271,2669;199177,4062;1749942;;6,17391304347826;100;;
"MHK";"2225078";;"Cirkelplot";"IV2017021716580390";"7140";"7140_meso";"Binnen";"2015-09-18";218228,6158;198739,5022;2225078;69;6,17391304347826;;;
"MHK";"2225078";;"Vegetatieplot";"IV2017021717285026";"7140";"7140_meso";"Binnen";"2015-09-18";218228,6158;198739,5022;2225078;;6,17391304347826;100;;
"MHK";"222518";;"Cirkelplot";"IV2018031010111411";"7140";"7140_meso";"Binnen";"2017-07-25";192733,450108;189902,302694;222518;100;6,17391304347826;;;
"MHK";"222518";;"Vegetatieplot";"IV2018031010191687";"7140";"7140_meso";"Binnen";"2017-07-25";192733,450108;189902,302694;222518;;6,17391304347826;100;;
"MHK";"267986";;"Cirkelplot";"IV2017021513174412";"7140";"7140_meso";"Binnen";"2016-09-13";222937,726452;187353,605857;267986;100;6,17391304347826;;;
"MHK";"267986";;"Vegetatieplot";"IV2017021513305863";"7140";"7140_meso";"Binnen";"2016-09-13";222937,726452;187353,605857;267986;;6,17391304347826;100;;
"MHK";"271030";;"Cirkelplot";"IV2017021515354295";"7140";"7140_meso";"Binnen";"2016-09-15";213918,058849;187917,871502;271030;100;6,17391304347826;;;
"MHK";"271030";;"Vegetatieplot";"IV2017021515505552";"7140";"7140_meso";"Binnen";"2016-09-15";213918,058849;187917,871502;271030;;6,17391304347826;100;;
"MHK";"282614";;"Cirkelplot";"IV2017020318100730";"7140";"7140_meso";"Binnen";"2016-09-14";189107,812857;217774,409716;282614;68;6,17391304347826;;;
"MHK";"282614";;"Vegetatieplot";"IV2017020318234508";"7140";"7140_meso";"Binnen";"2016-09-14";189107,812857;217774,409716;282614;;6,17391304347826;100;;
"MHK";"3219382";;"Cirkelplot";"IV2017021710412000";"7140";"7140_meso";"Binnen";"2015-09-21";215016,9709;197164,8839;3219382;100;6,17391304347826;;;
"MHK";"3219382";;"Vegetatieplot";"IV2017021710534965";"7140";"7140_meso";"Binnen";"2015-09-21";215016,9709;197164,8839;3219382;;6,17391304347826;100;;
"MHK";"369974";;"Cirkelplot";"IV2018031112563585";"7140";"7140_meso";"Binnen";"2017-07-25";193181,630136;189453,945327;369974;100;6,17391304347826;;;
"MHK";"369974";;"Vegetatieplot";"IV2018031113042338";"7140";"7140_meso";"Binnen";"2017-07-25";193181,630136;189453,945327;369974;;6,17391304347826;100;;
"MHK";"3732406";;"Cirkelplot";"IV2017021712570028";"7140";"7140_meso";"Binnen";"2015-09-21";217856,9211;198563,9364;3732406;100;6,17391304347826;;;
"MHK";"3732406";;"Vegetatieplot";"IV2017021713122588";"7140";"7140_meso";"Binnen";"2015-09-21";217856,9211;198563,9364;3732406;;6,17391304347826;100;;
"MHK";"471990";;"Cirkelplot";"IV2018031108343898";"7140";"7140_meso";"Binnen";"2017-08-17";217245,591973;198478,113583;471990;100;6,17391304347826;;;
