"ID";"IDPlots";"Kenmerk";"Waarde";"Vegetatielaag";"TypeKenmerk";"Type";"Invoertype";"Eenheid"
"IV2013112016153156";"ZSCPQ142";"Carex hirta L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Valeriana repens Host";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Lamium album L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Artemisia vulgaris L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Calystegia sepium (L.) R. Brown";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Solanum dulcamara L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Stellaria media (L.) Vill.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Sonchus oleraceus L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Polygonum persicaria L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Lolium perenne L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Ranunculus sceleratus L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Myosoton aquaticum (L.) Moench";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Ranunculus ficaria L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Epipactis helleborine (L.) Crantz";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Carex cuprina (Sándor ex Heuffel) Nendtvich ex A. Kerner";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Alliaria petiolata (Bieb.) Cavara et Grande";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Cardamine hirsuta L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Juncus bufonius L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Rorippa amphibia (L.) Besser";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Agrostis stolonifera L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Apium nodiflorum (L.) Lag.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Atriplex prostrata Boucher ex DC.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Sagina procumbens L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Rorippa palustris (L.) Besser";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Myosotis scorpioides L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Veronica beccabunga L.";10;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Galinsoga quadriradiata Ruiz et Pav.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Lactuca serriola L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Arctium";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Callitriche stagnalis Scop.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Bidens frondosa L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Cardamine amara L.";20;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Scrophularia umbrosa Dum.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Impatiens glandulifera Royle";7;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Verbena officinalis L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Caltha palustris subsp. araneosa (v. Steenis) v. d. Meijden";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Veronica anagallis-aquatica subsp. anagallis-aquatica";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Rumex obtusifolius subsp. transiens (Simonk.) Rech. f.";20;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Brachythecium rutabulum (Hedw.) Schimp.";2;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Marchantia polymorpha L.";1;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Lunularia cruciata (L.) Lindb.";1;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112016153156";"ZSCPQ142";"Syntrichia latifolia (Bruch ex Hartm.) Huebener";1;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2016082615482072";"ZSCPQ301";"Lycopus europaeus L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2016082615482072";"ZSCPQ301";"Poa trivialis L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2016082615482072";"ZSCPQ301";"Phalaris arundinacea L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2016082615482072";"ZSCPQ301";"Lythrum salicaria L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2016082615482072";"ZSCPQ301";"Angelica sylvestris L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2016082615482072";"ZSCPQ301";"Urtica dioica L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2016082615482072";"ZSCPQ301";"Alisma plantago-aquatica L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2016082615482072";"ZSCPQ301";"Rumex obtusifolius L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2016082615482072";"ZSCPQ301";"Solanum dulcamara L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2016082615482072";"ZSCPQ301";"Rorippa amphibia (L.) Besser";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2016082615482072";"ZSCPQ301";"Apium nodiflorum (L.) Lag.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2016082615482072";"ZSCPQ301";"Callitriche stagnalis Scop.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2016082615482072";"ZSCPQ301";"Impatiens glandulifera Royle";4;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2016082615482072";"ZSCPQ301";"Veronica anagallis-aquatica subsp. anagallis-aquatica";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2016082615482072";"ZSCPQ301";"Solanum dulcamara L.";1;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2016082615482072";"ZSCPQ301";"Salix triandra L.";4;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2016082615482072";"ZSCPQ301";"Salix dasyclados Wimm.";70;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013071011522912";"ZSCPQ301";"Cardamine pratensis L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013071011522912";"ZSCPQ301";"Lysimachia vulgaris L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013071011522912";"ZSCPQ301";"Poa trivialis L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013071011522912";"ZSCPQ301";"Phalaris arundinacea L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013071011522912";"ZSCPQ301";"Polygonum hydropiper L.";4;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013071011522912";"ZSCPQ301";"Lythrum salicaria L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013071011522912";"ZSCPQ301";"Urtica dioica L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013071011522912";"ZSCPQ301";"Quercus robur L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013071011522912";"ZSCPQ301";"Rorippa amphibia (L.) Besser";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013071011522912";"ZSCPQ301";"Apium nodiflorum (L.) Lag.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013071011522912";"ZSCPQ301";"Rorippa palustris (L.) Besser";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013071011522912";"ZSCPQ301";"Callitriche stagnalis Scop.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013071011522912";"ZSCPQ301";"Bidens frondosa L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013071011522912";"ZSCPQ301";"Angelica archangelica L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013071011522912";"ZSCPQ301";"Impatiens glandulifera Royle";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013071011522912";"ZSCPQ301";"Veronica anagallis-aquatica subsp. anagallis-aquatica";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013071011522912";"ZSCPQ301";"Rumex obtusifolius subsp. transiens (Simonk.) Rech. f.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013071011522912";"ZSCPQ301";"Salix triandra L.";10;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013071011522912";"ZSCPQ301";"Salix dasyclados Wimm.";22;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Cardamine pratensis L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Lycopus europaeus L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Lysimachia vulgaris L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Epilobium hirsutum L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Poa trivialis L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Phalaris arundinacea L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Polygonum hydropiper L.";17;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Lythrum salicaria L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Urtica dioica L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Bidens tripartita L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Alisma plantago-aquatica L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Taraxacum";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Polygonum aviculare L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Lysimachia nummularia L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Rorippa amphibia (L.) Besser";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Apium nodiflorum (L.) Lag.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Sonchus";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Rorippa palustris (L.) Besser";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Ranunculus";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Bidens frondosa L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Polygonum lapathifolium L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Angelica archangelica L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Veronica anagallis-aquatica subsp. anagallis-aquatica";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Rumex obtusifolius subsp. transiens (Simonk.) Rech. f.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Solanum dulcamara L.";1;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Salix triandra L.";10;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014062012014346";"ZSCPQ301";"Salix dasyclados Wimm.";47;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013070911053536";"ZSCPQ256";"Phragmites australis (Cav.) Steud.";82;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013070911053536";"ZSCPQ256";"Apium graveolens L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014011316053103";"ZSCPQ234";"Phragmites australis (Cav.) Steud.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014011316053103";"ZSCPQ234";"Atriplex prostrata Boucher ex DC.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014011316053103";"ZSCPQ234";"Glaux maritima L.";60;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014011316053103";"ZSCPQ234";"Aster tripolium L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014011316053103";"ZSCPQ234";"Scirpus maritimus L.";17;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014011316053103";"ZSCPQ234";"Puccinellia maritima (Huds.) Parl.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014011316053103";"ZSCPQ234";"Cotula coronopifolia L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014011316053103";"ZSCPQ234";"Spergularia salina J. et C. Presl";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014011316053103";"ZSCPQ234";"Juncus ambiguus Guss.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014011316270681";"ZSCPQ244";"Atriplex prostrata Boucher ex DC.";4;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014011316270681";"ZSCPQ244";"Glaux maritima L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014011316270681";"ZSCPQ244";"Cotula coronopifolia L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014011316270681";"ZSCPQ244";"Spergularia salina J. et C. Presl";4;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014030314421473";"ZSCPQ185";"Glaux maritima L.";70;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014030314421473";"ZSCPQ185";"Spergularia salina J. et C. Presl";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014030314392874";"ZSCPQ184";"Glaux maritima L.";80;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014030314392874";"ZSCPQ184";"Aster tripolium L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Salix alba L.";40;"boomlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Cardamine pratensis L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Lycopus europaeus L.";7;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Galium aparine L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Ranunculus repens L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Poa trivialis L.";17;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Phalaris arundinacea L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Glechoma hederacea L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Iris pseudacorus L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Polygonum hydropiper L.";7;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Eupatorium cannabinum L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Angelica sylvestris L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Urtica dioica L.";30;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Mentha aquatica L.";7;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Anthriscus sylvestris (L.) Hoffmann";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Solanum dulcamara L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Symphytum officinale L.";4;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Alliaria petiolata (Bieb.) Cavara et Grande";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Cirsium oleraceum (L.) Scop.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Apium nodiflorum (L.) Lag.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Callitriche stagnalis Scop.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Cardamine amara L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Impatiens glandulifera Royle";7;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Rumex obtusifolius subsp. transiens (Simonk.) Rech. f.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Brachythecium rutabulum (Hedw.) Schimp.";1;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Plagiomnium undulatum (Hedw.) T.J.Kop.";1;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Kindbergia praelonga (Hedw.) Ochyra";1;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Solanum dulcamara L.";1;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Sambucus nigra L.";1;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616275443";"ZSCPQ126";"Salix dasyclados Wimm.";4;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Salix alba L.";2;"boomlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Salix fragilis L.";12;"boomlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Cardamine pratensis L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Lycopus europaeus L.";4;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Galium aparine L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Poa trivialis L.";12;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Phalaris arundinacea L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Polygonum hydropiper L.";4;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Urtica dioica L.";4;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Taraxacum";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Calystegia sepium (L.) R. Brown";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Symphytum officinale L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Cirsium oleraceum (L.) Scop.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Cardamine hirsuta L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Rorippa amphibia (L.) Besser";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Apium nodiflorum (L.) Lag.";4;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Myosotis scorpioides L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Bidens cernua L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Cardamine amara L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Impatiens glandulifera Royle";32;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Rumex obtusifolius subsp. transiens (Simonk.) Rech. f.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Brachythecium rutabulum (Hedw.) Schimp.";1;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Sambucus nigra L.";2;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Salix x smithiana auct. non Willd.";12;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Salix dasyclados Wimm.";42;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2013112616175459";"ZSCPQ125";"Salix x mollissima Hoffm. ex Elwert";7;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014100211365571";"ZSCPQ135";"Salix alba L.";7;"boomlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014100211365571";"ZSCPQ135";"Poa trivialis L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014100211365571";"ZSCPQ135";"Iris pseudacorus L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014100211365571";"ZSCPQ135";"Urtica dioica L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014100211365571";"ZSCPQ135";"Rumex obtusifolius groep";4;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014100211365571";"ZSCPQ135";"Sambucus nigra L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014100211365571";"ZSCPQ135";"Ranunculus ficaria L.";12;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014100211365571";"ZSCPQ135";"Alliaria petiolata (Bieb.) Cavara et Grande";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014100211365571";"ZSCPQ135";"Matricaria";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014100211365571";"ZSCPQ135";"Cardamine amara L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014100211365571";"ZSCPQ135";"Impatiens glandulifera Royle";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014100211365571";"ZSCPQ135";"Caltha palustris subsp. araneosa (v. Steenis) v. d. Meijden";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014100211365571";"ZSCPQ135";"Brachythecium rutabulum (Hedw.) Schimp.";1;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014100211365571";"ZSCPQ135";"Sambucus nigra L.";1;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014100211365571";"ZSCPQ135";"Salix viminalis L.";12;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014100211365571";"ZSCPQ135";"Salix dasyclados Wimm.";70;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014100211365571";"ZSCPQ135";"Salix x mollissima Hoffm. ex Elwert";7;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014100611504108";"ZSCPQ147";"Polygonum hydropiper L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014100611504108";"ZSCPQ147";"Solanum dulcamara L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014100611504108";"ZSCPQ147";"Ranunculus sceleratus L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014100611504108";"ZSCPQ147";"Bidens frondosa L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014100611504108";"ZSCPQ147";"Cardamine flexuosa With.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014100611504108";"ZSCPQ147";"Cardamine amara L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2014100611504108";"ZSCPQ147";"Sambucus nigra L.";7;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
