"Scenario";"ID";"IDPlots";"Habitattype";"Habitatsubtype";"Versie";"Criterium";"Indicator";"Status_indicator";"Belang";"SBZH";"PlotWeight";"StratumWeight";"WeightComb"
"Cirkelplot";"IV2017020318315989";"856054";"7140";"7140_meso";"Versie 2.0";"Structuur";"(korst)moslaag";FALSE;"b";"Binnen";33;5,18362950735022;1,71059773742557
"Cirkelplot";"IV2017020318315989";"856054";"7140";"7140_meso";"Versie 2.0";"Structuur";"dominantie van één soort";TRUE;"b";"Binnen";33;5,18362950735022;1,71059773742557
"Cirkelplot";"IV2017020318315989";"856054";"7140";"7140_meso";"Versie 2.0";"Structuur";"horizontale structuur";NA;"zb";"Binnen";33;5,18362950735022;1,71059773742557
"Cirkelplot";"IV2017020318315989";"856054";"7140";"7140_meso";"Versie 2.0";"Structuur";"strooisellaag";TRUE;"b";"Binnen";33;5,18362950735022;1,71059773742557
"Cirkelplot";"IV2017020318315989";"856054";"7140";"7140_meso";"Versie 2.0";"Vegetatie";"bedekking sleutel- en overige soorten";FALSE;"b";"Binnen";33;5,18362950735022;1,71059773742557
"Cirkelplot";"IV2017020318315989";"856054";"7140";"7140_meso";"Versie 2.0";"Vegetatie";"sleutelsoorten";FALSE;"b";"Binnen";33;5,18362950735022;1,71059773742557
"Cirkelplot";"IV2017020318315989";"856054";"7140";"7140_meso";"Versie 2.0";"Verstoring";"structuurschade";TRUE;"b";"Binnen";33;5,18362950735022;1,71059773742557
"Cirkelplot";"IV2017020318315989";"856054";"7140";"7140_meso";"Versie 2.0";"Verstoring";"verbossing";TRUE;"zb";"Binnen";33;5,18362950735022;1,71059773742557
"Cirkelplot";"IV2017020318315989";"856054";"7140";"7140_meso";"Versie 2.0";"Verstoring";"verruiging/vermossing/vergrassing";NA;"zb";"Binnen";33;5,18362950735022;1,71059773742557
"Cirkelplot";"IV2017020318315989";"856054";"7140";"7140_meso";"Versie 3";"Structuur";"(korst)moslaag";FALSE;"b";"Binnen";33;5,18362950735022;1,71059773742557
"Cirkelplot";"IV2017020318315989";"856054";"7140";"7140_meso";"Versie 3";"Structuur";"dominantie van één soort";TRUE;"b";"Binnen";33;5,18362950735022;1,71059773742557
"Cirkelplot";"IV2017020318315989";"856054";"7140";"7140_meso";"Versie 3";"Vegetatie";"bedekking sleutel- en overige soorten";TRUE;"b";"Binnen";33;5,18362950735022;1,71059773742557
"Cirkelplot";"IV2017020318315989";"856054";"7140";"7140_meso";"Versie 3";"Vegetatie";"sleutelsoorten";FALSE;"b";"Binnen";33;5,18362950735022;1,71059773742557
"Cirkelplot";"IV2017020318315989";"856054";"7140";"7140_meso";"Versie 3";"Verstoring";"eutrofiëring";TRUE;"zb";"Binnen";33;5,18362950735022;1,71059773742557
"Cirkelplot";"IV2017020318315989";"856054";"7140";"7140_meso";"Versie 3";"Verstoring";"invasieve exoten";TRUE;"zb";"Binnen";33;5,18362950735022;1,71059773742557
"Cirkelplot";"IV2017020318315989";"856054";"7140";"7140_meso";"Versie 3";"Verstoring";"strooisellaag";TRUE;"b";"Binnen";33;5,18362950735022;1,71059773742557
"Cirkelplot";"IV2017020318315989";"856054";"7140";"7140_meso";"Versie 3";"Verstoring";"structuurschade";TRUE;"b";"Binnen";33;5,18362950735022;1,71059773742557
"Cirkelplot";"IV2017020318315989";"856054";"7140";"7140_meso";"Versie 3";"Verstoring";"verbossing";TRUE;"zb";"Binnen";33;5,18362950735022;1,71059773742557
"Cirkelplot";"IV2017020318315989";"856054";"7140";"7140_meso";"Versie 3";"Verstoring";"vergrassing";TRUE;"zb";"Binnen";33;5,18362950735022;1,71059773742557
"Cirkelplot";"IV2017020318315989";"856054";"7140";"7140_meso";"Versie 3";"Verstoring";"vermossing";TRUE;"zb";"Binnen";33;5,18362950735022;1,71059773742557
"Cirkelplot";"IV2017020318315989";"856054";"7140";"7140_meso";"Versie 3";"Verstoring";"verruiging";TRUE;"zb";"Binnen";33;5,18362950735022;1,71059773742557
"Cirkelplot";"IV2017020318560367";"170798";"7140";"7140_oli";"Versie 2.0";"Structuur";"hoogveenontwikkeling";TRUE;"b";"Binnen";16;8,38547727868332;1,34167636458933
"Cirkelplot";"IV2017020318560367";"170798";"7140";"7140_oli";"Versie 2.0";"Structuur";"horizontale structuur";NA;"zb";"Binnen";16;8,38547727868332;1,34167636458933
"Cirkelplot";"IV2017020318560367";"170798";"7140";"7140_oli";"Versie 2.0";"Structuur";"strooisellaag";TRUE;"b";"Binnen";16;8,38547727868332;1,34167636458933
"Cirkelplot";"IV2017020318560367";"170798";"7140";"7140_oli";"Versie 2.0";"Structuur";"veenmossen";FALSE;"zb";"Binnen";16;8,38547727868332;1,34167636458933
"Cirkelplot";"IV2017020318560367";"170798";"7140";"7140_oli";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";TRUE;"b";"Binnen";16;8,38547727868332;1,34167636458933
"Cirkelplot";"IV2017020318560367";"170798";"7140";"7140_oli";"Versie 2.0";"Vegetatie";"sleutelsoorten";TRUE;"b";"Binnen";16;8,38547727868332;1,34167636458933
"Cirkelplot";"IV2017020318560367";"170798";"7140";"7140_oli";"Versie 2.0";"Verstoring";"structuurschade";TRUE;"b";"Binnen";16;8,38547727868332;1,34167636458933
"Cirkelplot";"IV2017020318560367";"170798";"7140";"7140_oli";"Versie 2.0";"Verstoring";"verbossing";TRUE;"zb";"Binnen";16;8,38547727868332;1,34167636458933
"Cirkelplot";"IV2017020318560367";"170798";"7140";"7140_oli";"Versie 2.0";"Verstoring";"vergrassing/vermossing";TRUE;"zb";"Binnen";16;8,38547727868332;1,34167636458933
"Cirkelplot";"IV2017020318560367";"170798";"7140";"7140_oli";"Versie 2.0";"Verstoring";"verruiging";TRUE;"zb";"Binnen";16;8,38547727868332;1,34167636458933
"Cirkelplot";"IV2017020318560367";"170798";"7140";"7140_oli";"Versie 3";"Structuur";"bedekking veenmossen";TRUE;"zb";"Binnen";16;8,38547727868332;1,34167636458933
"Cirkelplot";"IV2017020318560367";"170798";"7140";"7140_oli";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";TRUE;"b";"Binnen";16;8,38547727868332;1,34167636458933
"Cirkelplot";"IV2017020318560367";"170798";"7140";"7140_oli";"Versie 3";"Vegetatie";"sleutelsoorten";TRUE;"b";"Binnen";16;8,38547727868332;1,34167636458933
"Cirkelplot";"IV2017020318560367";"170798";"7140";"7140_oli";"Versie 3";"Verstoring";"eutrofiëring";TRUE;"zb";"Binnen";16;8,38547727868332;1,34167636458933
"Cirkelplot";"IV2017020318560367";"170798";"7140";"7140_oli";"Versie 3";"Verstoring";"strooisellaag";TRUE;"b";"Binnen";16;8,38547727868332;1,34167636458933
"Cirkelplot";"IV2017020318560367";"170798";"7140";"7140_oli";"Versie 3";"Verstoring";"structuurschade";TRUE;"b";"Binnen";16;8,38547727868332;1,34167636458933
"Cirkelplot";"IV2017020318560367";"170798";"7140";"7140_oli";"Versie 3";"Verstoring";"verbossing";TRUE;"zb";"Binnen";16;8,38547727868332;1,34167636458933
"Cirkelplot";"IV2017020318560367";"170798";"7140";"7140_oli";"Versie 3";"Verstoring";"vergrassing";TRUE;"zb";"Binnen";16;8,38547727868332;1,34167636458933
"Cirkelplot";"IV2017020318560367";"170798";"7140";"7140_oli";"Versie 3";"Verstoring";"vermossing";TRUE;"zb";"Binnen";16;8,38547727868332;1,34167636458933
"Cirkelplot";"IV2017020318560367";"170798";"7140";"7140_oli";"Versie 3";"Verstoring";"verruiging";TRUE;"zb";"Binnen";16;8,38547727868332;1,34167636458933
"Cirkelplot";"IV2017020713102084";"863862";"7140";"7140_meso";"Versie 2.0";"Structuur";"(korst)moslaag";FALSE;"b";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020713102084";"863862";"7140";"7140_meso";"Versie 2.0";"Structuur";"dominantie van één soort";TRUE;"b";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020713102084";"863862";"7140";"7140_meso";"Versie 2.0";"Structuur";"horizontale structuur";NA;"zb";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020713102084";"863862";"7140";"7140_meso";"Versie 2.0";"Structuur";"strooisellaag";TRUE;"b";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020713102084";"863862";"7140";"7140_meso";"Versie 2.0";"Vegetatie";"bedekking sleutel- en overige soorten";TRUE;"b";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020713102084";"863862";"7140";"7140_meso";"Versie 2.0";"Vegetatie";"sleutelsoorten";FALSE;"b";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020713102084";"863862";"7140";"7140_meso";"Versie 2.0";"Verstoring";"structuurschade";TRUE;"b";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020713102084";"863862";"7140";"7140_meso";"Versie 2.0";"Verstoring";"verbossing";FALSE;"zb";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020713102084";"863862";"7140";"7140_meso";"Versie 2.0";"Verstoring";"verruiging/vermossing/vergrassing";NA;"zb";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020713102084";"863862";"7140";"7140_meso";"Versie 3";"Structuur";"(korst)moslaag";FALSE;"b";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020713102084";"863862";"7140";"7140_meso";"Versie 3";"Structuur";"dominantie van één soort";TRUE;"b";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020713102084";"863862";"7140";"7140_meso";"Versie 3";"Vegetatie";"bedekking sleutel- en overige soorten";FALSE;"b";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020713102084";"863862";"7140";"7140_meso";"Versie 3";"Vegetatie";"sleutelsoorten";TRUE;"b";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020713102084";"863862";"7140";"7140_meso";"Versie 3";"Verstoring";"eutrofiëring";TRUE;"zb";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020713102084";"863862";"7140";"7140_meso";"Versie 3";"Verstoring";"invasieve exoten";TRUE;"zb";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020713102084";"863862";"7140";"7140_meso";"Versie 3";"Verstoring";"strooisellaag";TRUE;"b";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020713102084";"863862";"7140";"7140_meso";"Versie 3";"Verstoring";"structuurschade";TRUE;"b";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020713102084";"863862";"7140";"7140_meso";"Versie 3";"Verstoring";"verbossing";TRUE;"zb";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020713102084";"863862";"7140";"7140_meso";"Versie 3";"Verstoring";"vergrassing";TRUE;"zb";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020713102084";"863862";"7140";"7140_meso";"Versie 3";"Verstoring";"vermossing";TRUE;"zb";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020713102084";"863862";"7140";"7140_meso";"Versie 3";"Verstoring";"verruiging";TRUE;"zb";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020813265807";"1013294";"7140";"7140_meso";"Versie 2.0";"Structuur";"(korst)moslaag";FALSE;"b";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020813265807";"1013294";"7140";"7140_meso";"Versie 2.0";"Structuur";"dominantie van één soort";FALSE;"b";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020813265807";"1013294";"7140";"7140_meso";"Versie 2.0";"Structuur";"horizontale structuur";NA;"zb";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020813265807";"1013294";"7140";"7140_meso";"Versie 2.0";"Structuur";"strooisellaag";TRUE;"b";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020813265807";"1013294";"7140";"7140_meso";"Versie 2.0";"Vegetatie";"bedekking sleutel- en overige soorten";FALSE;"b";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020813265807";"1013294";"7140";"7140_meso";"Versie 2.0";"Vegetatie";"sleutelsoorten";FALSE;"b";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020813265807";"1013294";"7140";"7140_meso";"Versie 2.0";"Verstoring";"structuurschade";TRUE;"b";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020813265807";"1013294";"7140";"7140_meso";"Versie 2.0";"Verstoring";"verbossing";FALSE;"zb";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020813265807";"1013294";"7140";"7140_meso";"Versie 2.0";"Verstoring";"verruiging/vermossing/vergrassing";NA;"zb";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020813265807";"1013294";"7140";"7140_meso";"Versie 3";"Structuur";"(korst)moslaag";FALSE;"b";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020813265807";"1013294";"7140";"7140_meso";"Versie 3";"Structuur";"dominantie van één soort";FALSE;"b";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020813265807";"1013294";"7140";"7140_meso";"Versie 3";"Vegetatie";"bedekking sleutel- en overige soorten";FALSE;"b";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020813265807";"1013294";"7140";"7140_meso";"Versie 3";"Vegetatie";"sleutelsoorten";TRUE;"b";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020813265807";"1013294";"7140";"7140_meso";"Versie 3";"Verstoring";"eutrofiëring";FALSE;"zb";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020813265807";"1013294";"7140";"7140_meso";"Versie 3";"Verstoring";"invasieve exoten";TRUE;"zb";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020813265807";"1013294";"7140";"7140_meso";"Versie 3";"Verstoring";"strooisellaag";TRUE;"b";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020813265807";"1013294";"7140";"7140_meso";"Versie 3";"Verstoring";"structuurschade";TRUE;"b";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020813265807";"1013294";"7140";"7140_meso";"Versie 3";"Verstoring";"verbossing";FALSE;"zb";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020813265807";"1013294";"7140";"7140_meso";"Versie 3";"Verstoring";"vergrassing";TRUE;"zb";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020813265807";"1013294";"7140";"7140_meso";"Versie 3";"Verstoring";"vermossing";TRUE;"zb";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020813265807";"1013294";"7140";"7140_meso";"Versie 3";"Verstoring";"verruiging";FALSE;"zb";"Binnen";100;5,18362950735022;5,18362950735022
"Cirkelplot";"IV2017020814143501";"518902";"7140";"7140_meso";"Versie 2.0";"Structuur";"(korst)moslaag";TRUE;"b";"Binnen";50;5,18362950735022;2,59181475367511
"Cirkelplot";"IV2017020814143501";"518902";"7140";"7140_meso";"Versie 2.0";"Structuur";"dominantie van één soort";FALSE;"b";"Binnen";50;5,18362950735022;2,59181475367511
"Cirkelplot";"IV2017020814143501";"518902";"7140";"7140_meso";"Versie 2.0";"Structuur";"horizontale structuur";NA;"zb";"Binnen";50;5,18362950735022;2,59181475367511
"Cirkelplot";"IV2017020814143501";"518902";"7140";"7140_meso";"Versie 2.0";"Structuur";"strooisellaag";TRUE;"b";"Binnen";50;5,18362950735022;2,59181475367511
"Cirkelplot";"IV2017020814143501";"518902";"7140";"7140_meso";"Versie 2.0";"Vegetatie";"bedekking sleutel- en overige soorten";TRUE;"b";"Binnen";50;5,18362950735022;2,59181475367511
"Cirkelplot";"IV2017020814143501";"518902";"7140";"7140_meso";"Versie 2.0";"Vegetatie";"sleutelsoorten";TRUE;"b";"Binnen";50;5,18362950735022;2,59181475367511
"Cirkelplot";"IV2017020814143501";"518902";"7140";"7140_meso";"Versie 2.0";"Verstoring";"structuurschade";TRUE;"b";"Binnen";50;5,18362950735022;2,59181475367511
"Cirkelplot";"IV2017020814143501";"518902";"7140";"7140_meso";"Versie 2.0";"Verstoring";"verbossing";TRUE;"zb";"Binnen";50;5,18362950735022;2,59181475367511
"Cirkelplot";"IV2017020814143501";"518902";"7140";"7140_meso";"Versie 2.0";"Verstoring";"verruiging/vermossing/vergrassing";NA;"zb";"Binnen";50;5,18362950735022;2,59181475367511
"Cirkelplot";"IV2017020814143501";"518902";"7140";"7140_meso";"Versie 3";"Structuur";"(korst)moslaag";TRUE;"b";"Binnen";50;5,18362950735022;2,59181475367511
"Cirkelplot";"IV2017020814143501";"518902";"7140";"7140_meso";"Versie 3";"Structuur";"dominantie van één soort";FALSE;"b";"Binnen";50;5,18362950735022;2,59181475367511
"Cirkelplot";"IV2017020814143501";"518902";"7140";"7140_meso";"Versie 3";"Vegetatie";"bedekking sleutel- en overige soorten";TRUE;"b";"Binnen";50;5,18362950735022;2,59181475367511
"Cirkelplot";"IV2017020814143501";"518902";"7140";"7140_meso";"Versie 3";"Vegetatie";"sleutelsoorten";TRUE;"b";"Binnen";50;5,18362950735022;2,59181475367511
"Cirkelplot";"IV2017020814143501";"518902";"7140";"7140_meso";"Versie 3";"Verstoring";"eutrofiëring";TRUE;"zb";"Binnen";50;5,18362950735022;2,59181475367511
"Cirkelplot";"IV2017020814143501";"518902";"7140";"7140_meso";"Versie 3";"Verstoring";"invasieve exoten";TRUE;"zb";"Binnen";50;5,18362950735022;2,59181475367511
"Cirkelplot";"IV2017020814143501";"518902";"7140";"7140_meso";"Versie 3";"Verstoring";"strooisellaag";TRUE;"b";"Binnen";50;5,18362950735022;2,59181475367511
"Cirkelplot";"IV2017020814143501";"518902";"7140";"7140_meso";"Versie 3";"Verstoring";"structuurschade";TRUE;"b";"Binnen";50;5,18362950735022;2,59181475367511
"Cirkelplot";"IV2017020814143501";"518902";"7140";"7140_meso";"Versie 3";"Verstoring";"verbossing";TRUE;"zb";"Binnen";50;5,18362950735022;2,59181475367511
"Cirkelplot";"IV2017020814143501";"518902";"7140";"7140_meso";"Versie 3";"Verstoring";"vergrassing";FALSE;"zb";"Binnen";50;5,18362950735022;2,59181475367511
"Cirkelplot";"IV2017020814143501";"518902";"7140";"7140_meso";"Versie 3";"Verstoring";"vermossing";TRUE;"zb";"Binnen";50;5,18362950735022;2,59181475367511
"Cirkelplot";"IV2017020814143501";"518902";"7140";"7140_meso";"Versie 3";"Verstoring";"verruiging";TRUE;"zb";"Binnen";50;5,18362950735022;2,59181475367511
"Cirkelplot";"IV2017020815060283";"14029138";"6120";"6120";"Versie 2.0";"Structuur";"naakte bodem";FALSE;"zb";"Binnen";87;5,92188661716822;5,15204135693636
"Cirkelplot";"IV2017020815060283";"14029138";"6120";"6120";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";TRUE;"b";"Binnen";87;5,92188661716822;5,15204135693636
"Cirkelplot";"IV2017020815060283";"14029138";"6120";"6120";"Versie 2.0";"Vegetatie";"sleutelsoorten";TRUE;"b";"Binnen";87;5,92188661716822;5,15204135693636
"Cirkelplot";"IV2017020815060283";"14029138";"6120";"6120";"Versie 2.0";"Verstoring";"ruderalisering";TRUE;"zb";"Binnen";87;5,92188661716822;5,15204135693636
"Cirkelplot";"IV2017020815060283";"14029138";"6120";"6120";"Versie 2.0";"Verstoring";"verbossing/verstruweling";TRUE;"b";"Binnen";87;5,92188661716822;5,15204135693636
"Cirkelplot";"IV2017020815060283";"14029138";"6120";"6120";"Versie 2.0";"Verstoring";"verbraming";TRUE;"b";"Binnen";87;5,92188661716822;5,15204135693636
"Cirkelplot";"IV2017020815060283";"14029138";"6120";"6120";"Versie 2.0";"Verstoring";"vergrassing";FALSE;"zb";"Binnen";87;5,92188661716822;5,15204135693636
"Cirkelplot";"IV2017020815060283";"14029138";"6120";"6120";"Versie 2.0";"Verstoring";"vermossing";FALSE;"zb";"Binnen";87;5,92188661716822;5,15204135693636
"Cirkelplot";"IV2017020815060283";"14029138";"6120";"6120";"Versie 3";"Structuur";"naakte bodem";FALSE;"zb";"Binnen";87;5,92188661716822;5,15204135693636
"Cirkelplot";"IV2017020815060283";"14029138";"6120";"6120";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";TRUE;"b";"Binnen";87;5,92188661716822;5,15204135693636
"Cirkelplot";"IV2017020815060283";"14029138";"6120";"6120";"Versie 3";"Vegetatie";"sleutelsoorten";TRUE;"b";"Binnen";87;5,92188661716822;5,15204135693636
"Cirkelplot";"IV2017020815060283";"14029138";"6120";"6120";"Versie 3";"Verstoring";"eutrofiëring";TRUE;"zb";"Binnen";87;5,92188661716822;5,15204135693636
"Cirkelplot";"IV2017020815060283";"14029138";"6120";"6120";"Versie 3";"Verstoring";"strooisellaag";TRUE;"b";"Binnen";87;5,92188661716822;5,15204135693636
"Cirkelplot";"IV2017020815060283";"14029138";"6120";"6120";"Versie 3";"Verstoring";"verbossing";TRUE;"b";"Binnen";87;5,92188661716822;5,15204135693636
"Cirkelplot";"IV2017020815060283";"14029138";"6120";"6120";"Versie 3";"Verstoring";"verbraming";TRUE;"b";"Binnen";87;5,92188661716822;5,15204135693636
"Cirkelplot";"IV2017020815060283";"14029138";"6120";"6120";"Versie 3";"Verstoring";"vergrassing inclusief vervilting";FALSE;"zb";"Binnen";87;5,92188661716822;5,15204135693636
"Cirkelplot";"IV2017020815060283";"14029138";"6120";"6120";"Versie 3";"Verstoring";"vermossing";TRUE;"zb";"Binnen";87;5,92188661716822;5,15204135693636
"Cirkelplot";"IV2017020815060283";"14029138";"6120";"6120";"Versie 3";"Verstoring";"verruiging inclusief ruderalisering";TRUE;"zb";"Binnen";87;5,92188661716822;5,15204135693636
"Cirkelplot";"IV2017020911173410";"20320594";"6120";"6120";"Versie 2.0";"Structuur";"naakte bodem";FALSE;"zb";"Binnen";32;5,92188661716822;1,89500371749383
"Cirkelplot";"IV2017020911173410";"20320594";"6120";"6120";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";FALSE;"b";"Binnen";32;5,92188661716822;1,89500371749383
"Cirkelplot";"IV2017020911173410";"20320594";"6120";"6120";"Versie 2.0";"Vegetatie";"sleutelsoorten";TRUE;"b";"Binnen";32;5,92188661716822;1,89500371749383
"Cirkelplot";"IV2017020911173410";"20320594";"6120";"6120";"Versie 2.0";"Verstoring";"ruderalisering";TRUE;"zb";"Binnen";32;5,92188661716822;1,89500371749383
"Cirkelplot";"IV2017020911173410";"20320594";"6120";"6120";"Versie 2.0";"Verstoring";"verbossing/verstruweling";TRUE;"b";"Binnen";32;5,92188661716822;1,89500371749383
"Cirkelplot";"IV2017020911173410";"20320594";"6120";"6120";"Versie 2.0";"Verstoring";"verbraming";TRUE;"b";"Binnen";32;5,92188661716822;1,89500371749383
"Cirkelplot";"IV2017020911173410";"20320594";"6120";"6120";"Versie 2.0";"Verstoring";"vergrassing";FALSE;"zb";"Binnen";32;5,92188661716822;1,89500371749383
"Cirkelplot";"IV2017020911173410";"20320594";"6120";"6120";"Versie 2.0";"Verstoring";"vermossing";FALSE;"zb";"Binnen";32;5,92188661716822;1,89500371749383
"Cirkelplot";"IV2017020911173410";"20320594";"6120";"6120";"Versie 3";"Structuur";"naakte bodem";FALSE;"zb";"Binnen";32;5,92188661716822;1,89500371749383
"Cirkelplot";"IV2017020911173410";"20320594";"6120";"6120";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";FALSE;"b";"Binnen";32;5,92188661716822;1,89500371749383
"Cirkelplot";"IV2017020911173410";"20320594";"6120";"6120";"Versie 3";"Vegetatie";"sleutelsoorten";TRUE;"b";"Binnen";32;5,92188661716822;1,89500371749383
"Cirkelplot";"IV2017020911173410";"20320594";"6120";"6120";"Versie 3";"Verstoring";"eutrofiëring";TRUE;"zb";"Binnen";32;5,92188661716822;1,89500371749383
"Cirkelplot";"IV2017020911173410";"20320594";"6120";"6120";"Versie 3";"Verstoring";"strooisellaag";TRUE;"b";"Binnen";32;5,92188661716822;1,89500371749383
"Cirkelplot";"IV2017020911173410";"20320594";"6120";"6120";"Versie 3";"Verstoring";"verbossing";TRUE;"b";"Binnen";32;5,92188661716822;1,89500371749383
"Cirkelplot";"IV2017020911173410";"20320594";"6120";"6120";"Versie 3";"Verstoring";"verbraming";TRUE;"b";"Binnen";32;5,92188661716822;1,89500371749383
"Cirkelplot";"IV2017020911173410";"20320594";"6120";"6120";"Versie 3";"Verstoring";"vergrassing inclusief vervilting";FALSE;"zb";"Binnen";32;5,92188661716822;1,89500371749383
"Cirkelplot";"IV2017020911173410";"20320594";"6120";"6120";"Versie 3";"Verstoring";"vermossing";TRUE;"zb";"Binnen";32;5,92188661716822;1,89500371749383
"Cirkelplot";"IV2017020911173410";"20320594";"6120";"6120";"Versie 3";"Verstoring";"verruiging inclusief ruderalisering";TRUE;"zb";"Binnen";32;5,92188661716822;1,89500371749383
"Cirkelplot";"IV2017020914013322";"11366482";"6120";"6120";"Versie 2.0";"Structuur";"naakte bodem";TRUE;"zb";"Binnen";30;5,92188661716822;1,77656598515047
"Cirkelplot";"IV2017020914013322";"11366482";"6120";"6120";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";FALSE;"b";"Binnen";30;5,92188661716822;1,77656598515047
"Cirkelplot";"IV2017020914013322";"11366482";"6120";"6120";"Versie 2.0";"Vegetatie";"sleutelsoorten";FALSE;"b";"Binnen";30;5,92188661716822;1,77656598515047
"Cirkelplot";"IV2017020914013322";"11366482";"6120";"6120";"Versie 2.0";"Verstoring";"ruderalisering";FALSE;"zb";"Binnen";30;5,92188661716822;1,77656598515047
"Cirkelplot";"IV2017020914013322";"11366482";"6120";"6120";"Versie 2.0";"Verstoring";"verbossing/verstruweling";TRUE;"b";"Binnen";30;5,92188661716822;1,77656598515047
"Cirkelplot";"IV2017020914013322";"11366482";"6120";"6120";"Versie 2.0";"Verstoring";"verbraming";TRUE;"b";"Binnen";30;5,92188661716822;1,77656598515047
"Cirkelplot";"IV2017020914013322";"11366482";"6120";"6120";"Versie 2.0";"Verstoring";"vergrassing";FALSE;"zb";"Binnen";30;5,92188661716822;1,77656598515047
"Cirkelplot";"IV2017020914013322";"11366482";"6120";"6120";"Versie 2.0";"Verstoring";"vermossing";TRUE;"zb";"Binnen";30;5,92188661716822;1,77656598515047
"Cirkelplot";"IV2017020914013322";"11366482";"6120";"6120";"Versie 3";"Structuur";"naakte bodem";TRUE;"zb";"Binnen";30;5,92188661716822;1,77656598515047
"Cirkelplot";"IV2017020914013322";"11366482";"6120";"6120";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";FALSE;"b";"Binnen";30;5,92188661716822;1,77656598515047
"Cirkelplot";"IV2017020914013322";"11366482";"6120";"6120";"Versie 3";"Vegetatie";"sleutelsoorten";FALSE;"b";"Binnen";30;5,92188661716822;1,77656598515047
"Cirkelplot";"IV2017020914013322";"11366482";"6120";"6120";"Versie 3";"Verstoring";"eutrofiëring";FALSE;"zb";"Binnen";30;5,92188661716822;1,77656598515047
"Cirkelplot";"IV2017020914013322";"11366482";"6120";"6120";"Versie 3";"Verstoring";"strooisellaag";TRUE;"b";"Binnen";30;5,92188661716822;1,77656598515047
"Cirkelplot";"IV2017020914013322";"11366482";"6120";"6120";"Versie 3";"Verstoring";"verbossing";TRUE;"b";"Binnen";30;5,92188661716822;1,77656598515047
