"ID";"IDPlots";"TypePlot";"Habitattype";"PlotWeight";"HabTarget1";"HabTarget2";"X";"Y";"Date";"SBZH";"BiogeoRegio";"StratumWeight";"fps"
"IV2017012611170830";"220882";"structuurplot";"6230_ha";50;"6230_ha";NA;224157,728228;190094,220201;"2016-08-18";"Binnen";"Atlantic";9,30666666666667;1396
"IV2017012612213288";"696182";"structuurplot";"7140_meso";70;"7140_meso";NA;206269,428506;204142,338964;"2016-09-20";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017012613001528";"89810";"structuurplot";"6230_ha";50;"6230_ha";NA;224349,79904;189934,135965;"2016-08-18";"Binnen";"Atlantic";9,30666666666667;1396
"IV2017012613411763";"648914";"structuurplot";"6230_ha";50;"6230_ha";NA;224285,553688;189710,051691;"2016-08-18";"Binnen";"Atlantic";9,30666666666667;1396
"IV2017012615432844";"1150886";"structuurplot";"6230_hmo";96;"6230_hmo";NA;186145,668783;180300,91448;"2016-07-19";"Binnen";"Atlantic";5,635;1127
"IV2017012620463014";"1216422";"structuurplot";"6230_hmo";90;"6230_hmo";NA;186397,499369;179981,78902;"2016-07-19";"Binnen";"Atlantic";5,635;1127
"IV2017012709211647";"1566033";"structuurplot";"6230_hmo";100;"6230_hmo";NA;51097,5298457;168969,230773;"2016-09-05";"Binnen";"Atlantic";5,635;1127
"IV2017012709434540";"207406";"structuurplot";"6230_hmo";35;"6230_ha";NA;194959,736302;223565,61834;"2016-09-19";"Binnen";"Atlantic";5,635;1127
"IV2017012711062779";"23086";"structuurplot";"7140_oli";58;"7140_oli";NA;194717,59841;225518,00019;"2016-09-19";"Binnen";"Atlantic";9,97272727272727;1097
"IV2017012711292443";"743982";"structuurplot";"6230_hmo";100;"6230_hmo";"6230_hn";194077,725312;225710,133842;"2016-09-19";"Binnen";"Atlantic";5,635;1127
"IV2017012712420281";"58433";"structuurplot";"6230_hn";30;"6230_hmo";NA;76315,364433;198871,14841;"2016-09-05";"Binnen";"Atlantic";7,67647058823529;1305
"IV2017012713261758";"1436718";"structuurplot";"6230_hmo";75;"6230_hmo";NA;193927,761604;218669,6417;"2016-06-20";"Binnen";"Atlantic";5,635;1127
"IV2017012715235876";"4390190";"structuurplot";"6410_ve";100;"6410_ve";NA;187389,591973;232430,113583;"2016-06-10";"Binnen";"Atlantic";1,5;165
"IV2017012716313882";"2760937";"structuurplot";"6410_ve";60;"6410_ve";NA;146557,542056;196046,184558;"2016-09-12";"Binnen";"Atlantic";1,5;165
"IV2017013011050597";"857298";"structuurplot";"6230_hn";70;"6230_hn";NA;219297,999493;197167,077173;"2016-09-09";"Binnen";"Atlantic";7,67647058823529;1305
"IV2017013011553027";"627922";"structuurplot";"6230_hn";50;"6230_hn";NA;219486,338379;196748,438872;"2016-09-09";"Binnen";"Atlantic";7,67647058823529;1305
"IV2017013013060304";"87250";"structuurplot";"6230_hn";30;"6230_hn";NA;220105,392784;196806,712458;"2016-09-09";"Binnen";"Atlantic";7,67647058823529;1305
"IV2017013013460448";"1115122";"structuurplot";"6230_hn";70;"6230_hn";NA;237159,797735;183637,42403;"2016-08-25";"Buiten";"Atlantic";9,9;792
"IV2017013015545827";"619506";"structuurplot";"6230_ha";50;"6230_hn";NA;236605,591973;183342,113583;"2016-08-25";"Buiten";"Atlantic";25,5333333333333;766
"IV2017013110020007";"340978";"structuurplot";"6230_hn";100;"6230_hn";NA;235709,591973;182542,113583;"2016-08-25";"Buiten";"Atlantic";9,9;792
"IV2017020116071546";"1711014";"structuurplot";"6230_hn";70;"6230_ha";"6230_hmo";190141,591973;182094,113583;"2016-08-23";"Binnen";"Atlantic";7,67647058823529;1305
"IV2017020121010797";"3276198";"structuurplot";"6230_hmo";50;"6230_hmo";"6230_hn";188662,648264;175128,216295;"2016-08-23";"Buiten";"Atlantic";5,86666666666667;176
"IV2017020211023566";"487606";"structuurplot";"6230_hmo";70;"6230_hmo";NA;209021,430143;196782,24602;"2016-08-19";"Buiten";"Atlantic";5,86666666666667;176
"IV2017020308164723";"2173889";"structuurplot";"6410_mo";100;"6410_ve";"7140_meso";73015,4154653;205536,863949;"2016-08-30";"Binnen";"Atlantic";0,621739130434783;143
"IV2017020309175600";"4008897";"structuurplot";"6410_mo";100;"6410_ve";"7140_meso";72987,1733862;205531,707453;"2016-08-30";"Binnen";"Atlantic";0,621739130434783;143
"IV2017020309560065";"10766985";"structuurplot";"6410_mo";95;"6410_ve";NA;112125,811604;193388,314782;"2016-06-09";"Binnen";"Atlantic";0,621739130434783;143
"IV2017020318100730";"282614";"structuurplot";"7140_meso";68;"7140_meso";NA;189107,812857;217774,409716;"2016-09-14";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017020318315989";"856054";"structuurplot";"7140_meso";33;"7140_meso";NA;188925,708695;217005,408655;"2016-09-14";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017020318560367";"170798";"structuurplot";"7140_oli";16;"7140_oli";NA;196053,908183;228213,089827;"2016-09-13";"Binnen";"Atlantic";9,97272727272727;1097
"IV2017020713102084";"863862";"structuurplot";"7140_meso";100;"7140_meso";NA;210630,845398;206906,754065;"2015-06-29";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017020813265807";"1013294";"structuurplot";"7140_meso";100;"7140_meso";NA;202187,980146;224168,021881;"2016-09-20";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017020814143501";"518902";"structuurplot";"7140_meso";50;"7140_meso";NA;190115,479015;209615,082212;"2016-09-21";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017020815060283";"14029138";"structuurplot";"6120";87;"6120";NA;247517,55828;187950,021511;"2015-06-04";"Binnen";"Atlantic";0,95;38
"IV2017020911173410";"20320594";"structuurplot";"6120";32;"6120";NA;247517,621945;188014,024257;"2015-06-04";"Binnen";"Atlantic";0,95;38
"IV2017020914013322";"11366482";"structuurplot";"6120";30;"6120";NA;250436,400761;197215,215474;"2015-06-03";"Binnen";"Atlantic";0,95;38
"IV2017020915002276";"4501586";"structuurplot";"6120";30;"6120";NA;250126,076644;196934,115952;"2015-06-03";"Binnen";"Atlantic";0,95;38
"IV2017021009391220";"2468182";"structuurplot";"6410_ve";55;"6410_ve";NA;185891,904552;186692,939878;"2015-05-29";"Binnen";"Atlantic";1,5;165
"IV2017021011171644";"4042038";"structuurplot";"6410_mo";80;"6410_mo";NA;186216,363647;186594,993925;"2015-05-29";"Binnen";"Atlantic";0,621739130434783;143
"IV2017021012213856";"544902";"structuurplot";"6230_ha";98;"6230_ha";NA;180157,922775;182126,280216;"2015-06-25";"Binnen";"Atlantic";9,30666666666667;1396
"IV2017021016462422";"1618054";"structuurplot";"6410_ve";100;"6410_ve";NA;179076,324128;184811,52642;"2015-05-28";"Binnen";"Atlantic";1,5;165
"IV2017021017175886";"6152326";"structuurplot";"6410_mo";75;"6410_mo";NA;179839,935261;184590,403945;"2015-05-28";"Binnen";"Atlantic";0,621739130434783;143
"IV2017021018002273";"1286278";"structuurplot";"6410_ve";50;"6410_ve";NA;180219,842933;185028,230266;"2015-06-25";"Binnen";"Atlantic";1,5;165
"IV2017021310384624";"4975814";"structuurplot";"6410_mo";60;"6410_mo";NA;162492,83913;179576,211702;"2015-06-19";"Binnen";"Atlantic";0,621739130434783;143
"IV2017021311505729";"4598982";"structuurplot";"6410_mo";50;"6410_mo";NA;162077,507011;179565,95051;"2015-06-19";"Binnen";"Atlantic";0,621739130434783;143
"IV2017021312415166";"9087041";"structuurplot";"6410_ve";90;"6410_ve";NA;74205,5919735;200718,113583;"2015-07-10";"Binnen";"Atlantic";1,5;165
"IV2017021313300649";"2898758";"structuurplot";"6410_mo";64;"6410_mo";NA;177693,591973;167246,113583;"2015-06-12";"Binnen";"Atlantic";0,621739130434783;143
"IV2017021314354987";"1022766";"structuurplot";"6230_hmo";30;"6230_hmo";"6410_mo";195581,591973;228014,113583;"2015-06-10";"Binnen";"Atlantic";5,635;1127
"IV2017021410455484";"3016210";"structuurplot";"6410_mo";100;"6410_mo";NA;231709,338377;212142,287865;"2015-06-23";"Buiten";"Atlantic";0,922222222222222;83
"IV2017021413520341";"498886";"structuurplot";"6410_mo";80;"6410_mo";NA;164509,742323;178543,600842;"2016-08-25";"Binnen";"Atlantic";0,621739130434783;143
"IV2017021414213854";"654598";"structuurplot";"6230_ha";50;"6230_ha";NA;166880,824775;164038,384026;"2016-08-25";"Buiten";"Atlantic";25,5333333333333;766
"IV2017021414444810";"753630";"structuurplot";"6230_hmo";90;"6230_ha";NA;160126,35798;225579,368383;"2016-09-19";"Binnen";"Atlantic";5,635;1127
"IV2017021415415208";"979286";"structuurplot";"6230_hmo";100;"6230_ha";"6230_hmo";184420,209363;190611,277132;"2016-08-24";"Binnen";"Atlantic";5,635;1127
"IV2017021415534916";"1062930";"structuurplot";"6410_mo";80;"6410_ve";NA;231069,591973;204398,113583;"2016-07-28";"Binnen";"Atlantic";0,621739130434783;143
"IV2017021416061568";"1346134";"structuurplot";"6410_ve";100;"6410_ve";NA;174146,022539;197569,658767;"2016-08-24";"Buiten";"Atlantic";4,2;42
"IV2017021416262329";"1474526";"structuurplot";"6230_hmo";10;"6230_hmo";"6230_hn";159517,59157;225742,114148;"2016-08-04";"Binnen";"Atlantic";5,635;1127
"IV2017021417070556";"1884126";"structuurplot";"6230_hmo";100;"6230_hmo";"6230_hn";159453,591973;226094,113583;"2016-08-02";"Binnen";"Atlantic";5,635;1127
"IV2017021510114273";"311262";"structuurplot";"6230_hn";100;"6230_hn";NA;159369,777366;225809,435353;"2015-07-28";"Binnen";"Atlantic";7,67647058823529;1305
"IV2017021511480087";"880094";"structuurplot";"7140_oli";83;"7140_oli";NA;165119,86422;226906,049343;"2016-10-07";"Binnen";"Atlantic";9,97272727272727;1097
"IV2017021512174228";"3777298";"structuurplot";"6410_mo";80;"6410_ve";NA;223773,967018;205645,946869;"2016-07-27";"Binnen";"Atlantic";0,621739130434783;143
"IV2017021513022196";"482290";"structuurplot";"7140_meso";50;"7140_meso";NA;240861,296754;181198,153397;"2016-09-13";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017021513174412";"267986";"structuurplot";"7140_meso";100;"7140_meso";NA;222937,726452;187353,605857;"2016-09-13";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017021513460105";"1388150";"structuurplot";"7140_meso";100;"7140_meso";NA;210845,840907;206990,246225;"2015-06-29";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017021514080638";"923346";"structuurplot";"7140_meso";100;"7140_meso";NA;222911,922797;187338,33367;"2016-09-13";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017021514542213";"419538";"structuurplot";"7140_oli";100;"7140_oli";NA;223581,665074;188718,042632;"2016-09-23";"Binnen";"Atlantic";9,97272727272727;1097
"IV2017021515123500";"943826";"structuurplot";"7140_oli";86;"7140_oli";NA;223453,674001;188718,417593;"2016-09-28";"Binnen";"Atlantic";9,97272727272727;1097
"IV2017021515354295";"271030";"structuurplot";"7140_meso";100;"7140_meso";NA;213918,058849;187917,871502;"2016-09-15";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017021515592266";"103094";"structuurplot";"7140_meso";50;"7140_meso";NA;213355,217623;187661,119908;"2016-09-15";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017021516164241";"959958";"structuurplot";"7140_oli";100;"7140_oli";NA;184157,591973;210830,113583;"2016-09-20";"Binnen";"Atlantic";9,97272727272727;1097
"IV2017021710141595";"1087350";"structuurplot";"7140_meso";87;"7140_meso";NA;206451,702357;204207,7394;"2016-09-20";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017021710412000";"3219382";"structuurplot";"7140_meso";100;"7140_meso";NA;215016,9709;197164,8839;"2015-09-21";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017021712024375";"1749942";"structuurplot";"7140_meso";81;"7140_meso";NA;218271,2669;199177,4062;"2015-09-17";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017021712211026";"702674";"structuurplot";"7140_oli";71;"7140_oli";NA;218685,7123;198734,3128;"2015-09-18";"Binnen";"Atlantic";9,97272727272727;1097
"IV2017021712570028";"3732406";"structuurplot";"7140_meso";100;"7140_meso";NA;217856,9211;198563,9364;"2015-09-21";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017021716013587";"4026418";"structuurplot";"6410_mo";50;"6410_mo";NA;219697,361855;172073,427524;"2016-06-18";"Buiten";"Atlantic";0,922222222222222;83
"IV2017021716250537";"1635254";"structuurplot";"7140_meso";100;"7140_meso";NA;217693,591973;198510,113583;"2015-09-21";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017021716580390";"2225078";"structuurplot";"7140_meso";69;"7140_meso";NA;218228,6158;198739,5022;"2015-09-18";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017022011083153";"1583446";"structuurplot";"6410_mo";70;"6410_ve";NA;184605,249834;185966,141663;"2016-07-19";"Binnen";"Atlantic";0,621739130434783;143
"IV2017022012400428";"5783154";"structuurplot";"6410_mo";30;"6410_mo";NA;220702,062707;168618,956605;"2016-07-12";"Binnen";"Atlantic";0,621739130434783;143
"IV2017022013575286";"414646";"structuurplot";"6230_hn";100;"6230_hn";NA;215965,591973;198702,113583;"2015-08-18";"Binnen";"Atlantic";7,67647058823529;1305
"IV2017022015155634";"905382";"structuurplot";"6410_mo";60;"6410_ve";NA;196509,591973;183374,113583;"2015-06-11";"Buiten";"Atlantic";0,922222222222222;83
"IV2017022111173825";"1004470";"structuurplot";"7140_meso";100;"7140_meso";NA;216413,591973;198222,113583;"2015-08-18";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017022112283578";"3008870";"structuurplot";"6410_mo";95;"6410_mo";NA;197410,068133;167374,963378;"2015-07-07";"Buiten";"Atlantic";0,922222222222222;83
"IV2017022115074420";"4057446";"structuurplot";"6410_mo";78;"6410_mo";NA;197338,927889;167316,535926;"2015-07-07";"Buiten";"Atlantic";0,922222222222222;83
"IV2017022211082902";"3741830";"structuurplot";"6410_mo";74;"6230_hmo";"6410_ve";182912,359587;180618,748096;"2015-06-09";"Binnen";"Atlantic";0,621739130434783;143
"IV2017022212325377";"1156230";"structuurplot";"6410_mo";87;"6410_mo";NA;181411,666491;181547,409576;"2015-06-09";"Buiten";"Atlantic";0,922222222222222;83
"IV2017022310474384";"2160774";"structuurplot";"6410_mo";55;"6410_mo";NA;185036,683962;180200,415383;"2016-07-06";"Binnen";"Atlantic";0,621739130434783;143
"IV2017022316243012";"2839602";"structuurplot";"6410_mo";50;"6410_mo";NA;221402,530054;175373,420083;"2016-06-08";"Binnen";"Atlantic";0,621739130434783;143
"IV2017022410260914";"742450";"structuurplot";"6410_mo";100;"6410_mo";NA;221704,762861;175515,144844;"2016-06-16";"Binnen";"Atlantic";0,621739130434783;143
"IV2017022411275584";"480306";"structuurplot";"6410_mo";100;"6230_ha";"6410_mo";221339,542454;175265,493719;"2016-06-08";"Binnen";"Atlantic";0,621739130434783;143
"IV2017112908192809";"1036446";"structuurplot";"6230_hmo";40;"6230_hn";NA;170109,979663;224478,906724;"2017-07-12";"Binnen";"Atlantic";5,635;1127
"IV2017112912245580";"823129";"structuurplot";"6230_hmo";74;"6230_ha";NA;118205,776465;185709,911154;"2017-07-10";"Binnen";"Atlantic";5,635;1127
"IV2017112913404044";"1428270";"structuurplot";"6230_hn";47;"6230_hn";NA;196637,591973;229230,113583;"2017-06-26";"Buiten";"Atlantic";9,9;792
"IV2017112915064012";"1642233";"structuurplot";"6410_mo";100;"6410_ve";NA;124061,591973;182990,113583;"2017-06-23";"Binnen";"Atlantic";0,621739130434783;143
"IV2017113008452613";"6645958";"structuurplot";"6410_mo";60;"6410_mo";NA;169085,461202;177870,060719;"2017-06-23";"Binnen";"Atlantic";0,621739130434783;143
"IV2017113010285455";"6194105";"structuurplot";"6410_mo";64;"6410_mo";NA;145463,31811;156126,598224;"2017-06-20";"Buiten";"Atlantic";0,922222222222222;83
"IV2017120107565546";"1348277";"structuurplot";"1330_hpr";71;"1330_hpr";NA;64030,0311404;219854,663514;"2017-09-29";"Binnen";"Atlantic";5,18125;829
"IV2017120108515000";"299701";"structuurplot";"1330_hpr";95;"1330_hpr";NA;64253,8937659;219725,925639;"2017-09-29";"Binnen";"Atlantic";5,18125;829
"IV2017120109300668";"1403657";"structuurplot";"1330_hpr";39;"1330_hpr";NA;104551,741491;215530,58383;"2017-09-29";"Binnen";"Atlantic";5,18125;829
"IV2017120111214650";"4599942";"structuurplot";"6410_ve";100;"6410_ve";NA;179068,824823;184795,802684;"2017-06-29";"Binnen";"Atlantic";1,5;165
"IV2017120111560343";"2334854";"structuurplot";"6230_hmo";79;"6230_hmo";"7140_meso";180063,531102;184824,045604;"2017-06-29";"Binnen";"Atlantic";5,635;1127
"IV2017120112213868";"1040518";"structuurplot";"6230_hn";73;"6230_hn";NA;180381,750668;184493,998076;"2017-06-29";"Binnen";"Atlantic";7,67647058823529;1305
"IV2017120113271520";"2813697";"structuurplot";"6230_hn";45;"6230_hmo";"6230_hn";60829,4695787;204717,957076;"2017-09-25";"Binnen";"Atlantic";7,67647058823529;1305
"IV2017120114521398";"8158406";"structuurplot";"6410_mo";60;"6410_mo";NA;162798,290085;179928,836888;"2017-05-29";"Binnen";"Atlantic";0,621739130434783;143
"IV2017120117561385";"8121542";"structuurplot";"6410_mo";90;"6410_mo";NA;162462,066284;179501,347685;"2017-05-29";"Binnen";"Atlantic";0,621739130434783;143
"IV2017120118342938";"7072966";"structuurplot";"6410_mo";50;"6410_mo";NA;162429,733439;179534,421694;"2017-05-29";"Binnen";"Atlantic";0,621739130434783;143
"IV2018022813474152";"1443378";"structuurplot";"6230_hn";53;"6230_hn";NA;234884,988615;182288,994494;"2017-07-27";"Buiten";"Atlantic";9,9;792
"IV2018030221003731";"332786";"structuurplot";"6230_hn";47;"6230";NA;235902,001813;183791,32569;"2017-07-27";"Buiten";"Atlantic";9,9;792
"IV2018030414484080";"1085366";"structuurplot";"6230_hn";62;"6230_hn";NA;217214,90151;197709,734603;"2017-07-31";"Binnen";"Atlantic";7,67647058823529;1305
"IV2018030416111323";"983990";"structuurplot";"6230_hn";100;"6230_hn";NA;214845,430345;201357,93844;"2017-08-17";"Binnen";"Atlantic";7,67647058823529;1305
"IV2018030417514439";"309458";"structuurplot";"6230_hmo";90;"6230_hmo";"6230_hn";219324,307962;198636,24248;"2017-08-17";"Binnen";"Atlantic";5,635;1127
"IV2018030511543075";"2133926";"structuurplot";"6230_hmo";50;"6230_hmo";NA;186084,29873;179851,558463;"2017-07-20";"Binnen";"Atlantic";5,635;1127
"IV2018030513285216";"2264998";"structuurplot";"6230_hmo";100;"6230_hmo";NA;186457,933817;180070,354063;"2017-07-20";"Binnen";"Atlantic";5,635;1127
"IV2018030514502970";"3734950";"structuurplot";"6230_hn";83;"6230_hmo";NA;188628,083039;175090,510851;"2017-07-20";"Buiten";"Atlantic";9,9;792
"IV2018030614095561";"7203174";"structuurplot";"6410_mo";100;"6410_mo";NA;197341,644569;167342,101685;"2017-07-19";"Buiten";"Atlantic";0,922222222222222;83
"IV2018030711143521";"5624882";"structuurplot";"6410_ve";50;"6410_ve";NA;221817,544562;175440,42983;"2017-07-10";"Binnen";"Atlantic";1,5;165
"IV2018030712002428";"589698";"structuurplot";"6230_hnk";50;"6230_hnk";NA;258273,566713;159146,615103;"2017-07-06";"Binnen";"Continental";3,6;36
"IV2018030714024007";"6948370";"structuurplot";"6410_mo";100;"6410_mo";NA;231741,554902;212238,110477;"2017-07-03";"Buiten";"Atlantic";0,922222222222222;83
"IV2018030715412818";"783954";"structuurplot";"6230_ha";28;"6230_ha";"6230_hn";239549,650833;186670,236523;"2017-06-30";"Binnen";"Atlantic";9,30666666666667;1396
"IV2018030719161925";"1140434";"structuurplot";"7140_meso";80;"7140_meso";NA;223493,907246;188159,600653;"2017-07-04";"Binnen";"Atlantic";6,17391304347826;1420
"IV2018030719311738";"1468114";"structuurplot";"7140_oli";70;"7140_oli";NA;223741,565974;188750,136668;"2017-07-10";"Binnen";"Atlantic";9,97272727272727;1097
"IV2018031009120638";"1367026";"structuurplot";"7140_oli";50;"7140_oli";NA;240215,696929;180581,346294;"2017-06-30";"Binnen";"Atlantic";9,97272727272727;1097
"IV2018031010111411";"222518";"structuurplot";"7140_meso";100;"7140_meso";NA;192733,450108;189902,302694;"2017-07-25";"Binnen";"Atlantic";6,17391304347826;1420
"IV2018031015311631";"1576886";"structuurplot";"7140_oli";100;"7140_oli";NA;218090,768346;198021,531509;"2017-07-31";"Binnen";"Atlantic";9,97272727272727;1097
"IV2018031108343898";"471990";"structuurplot";"7140_meso";100;"7140_meso";NA;217245,591973;198478,113583;"2017-08-17";"Binnen";"Atlantic";6,17391304347826;1420
"IV2018031112563585";"369974";"structuurplot";"7140_meso";100;"7140_meso";NA;193181,630136;189453,945327;"2017-07-25";"Binnen";"Atlantic";6,17391304347826;1420
"IV2018031113221134";"717750";"structuurplot";"7140_oli";100;"7140_oli";NA;218173,294294;198254,253179;"2017-07-31";"Binnen";"Atlantic";9,97272727272727;1097
"IV2018082407540429";"6102322";"structuurplot";"6410_ve";90;"6410_ve";NA;225085,621925;178701,711411;"2017-06-08";"Binnen";"Atlantic";1,5;165
