"ID";"IDPlots";"TypePlot";"Habitattype";"PlotWeight";"HabTarget1";"HabTarget2";"X";"Y";"Date";"SBZH";"BiogeoRegio";"StratumWeight";"fps"
"IV2017012522232265";"59090";"vegetatieplot";"6230_ha";100;"6230_ha";NA;224157,699539;189710,241778;"2016-08-18";"Binnen";"Atlantic";9,30666666666667;1396
"IV2017012611360478";"220882";"vegetatieplot";"6230_ha";100;"6230_ha";NA;224157,728228;190094,220201;"2016-08-18";"Binnen";"Atlantic";9,30666666666667;1396
"IV2017012613110316";"696182";"vegetatieplot";"7140_meso";100;"7140_meso";NA;206269,428506;204142,338964;"2016-09-20";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017012613170767";"89810";"vegetatieplot";"6230_ha";100;"6230_ha";NA;224349,79904;189934,135965;"2016-08-18";"Binnen";"Atlantic";9,30666666666667;1396
"IV2017012613530004";"648914";"vegetatieplot";"6230_ha";100;"6230_ha";NA;224285,553688;189710,051691;"2016-08-18";"Binnen";"Atlantic";9,30666666666667;1396
"IV2017012620054742";"1150886";"vegetatieplot";"6230_hmo";100;"6230_hmo";NA;186145,668783;180300,91448;"2016-07-19";"Binnen";"Atlantic";5,635;1127
"IV2017012620573892";"1216422";"vegetatieplot";"6230_hmo";100;"6230_hmo";NA;186397,499369;179981,78902;"2016-07-19";"Binnen";"Atlantic";5,635;1127
"IV2017012709294069";"1566033";"vegetatieplot";"6230_hmo";100;"6230_hmo";NA;51097,5298457;168969,230773;"2016-09-05";"Binnen";"Atlantic";5,635;1127
"IV2017012710254898";"207406";"vegetatieplot";"6230_hmo";100;"6230_ha";NA;194959,736302;223565,61834;"2016-09-19";"Binnen";"Atlantic";5,635;1127
"IV2017012711193298";"23086";"vegetatieplot";"7140_oli";100;"7140_oli";NA;194717,59841;225518,00019;"2016-09-19";"Binnen";"Atlantic";9,97272727272727;1097
"IV2017012711431363";"743982";"vegetatieplot";"6230_hmo";100;"6230_hmo";"6230_hn";194077,725312;225710,133842;"2016-09-19";"Binnen";"Atlantic";5,635;1127
"IV2017012713022515";"58433";"vegetatieplot";"6230_hn";75;"6230_hmo";NA;76315,364433;198871,14841;"2016-09-05";"Binnen";"Atlantic";7,67647058823529;1305
"IV2017012714021766";"1436718";"vegetatieplot";"6230_hmo";100;"6230_hmo";NA;193927,761604;218669,6417;"2016-06-20";"Binnen";"Atlantic";5,635;1127
"IV2017012715472176";"4390190";"vegetatieplot";"6410_ve";100;"6410_ve";NA;187389,591973;232430,113583;"2016-06-10";"Binnen";"Atlantic";1,5;165
"IV2017012716564741";"2760937";"vegetatieplot";"6410_ve";100;"6410_ve";NA;146557,542056;196046,184558;"2016-09-12";"Binnen";"Atlantic";1,5;165
"IV2017013011141972";"857298";"vegetatieplot";"6230_hn";100;"6230_hn";NA;219297,999493;197167,077173;"2016-09-09";"Binnen";"Atlantic";7,67647058823529;1305
"IV2017013012265239";"627922";"vegetatieplot";"6230_hn";100;"6230_hn";NA;219486,338379;196748,438872;"2016-09-09";"Binnen";"Atlantic";7,67647058823529;1305
"IV2017013013143717";"87250";"vegetatieplot";"6230_hn";100;"6230_hn";NA;220105,392784;196806,712458;"2016-09-09";"Binnen";"Atlantic";7,67647058823529;1305
"IV2017013015085454";"1115122";"vegetatieplot";"6230_hn";100;"6230_hn";NA;237159,797735;183637,42403;"2016-08-25";"Buiten";"Atlantic";9,9;792
"IV2017013016040477";"619506";"vegetatieplot";"6230_ha";100;"6230_hn";NA;236605,591973;183342,113583;"2016-08-25";"Buiten";"Atlantic";25,5333333333333;766
"IV2017020111393906";"340978";"vegetatieplot";"6230_hn";100;"6230_hn";NA;235709,591973;182542,113583;"2016-08-25";"Buiten";"Atlantic";9,9;792
"IV2017020120160542";"1711014";"vegetatieplot";"6230_ha";30;"6230_ha";"6230_hmo";190141,591973;182094,113583;"2016-08-23";"Binnen";"Atlantic";9,30666666666667;1396
"IV2017020121221303";"3276198";"vegetatieplot";"6230_hmo";50;"6230_hmo";"6230_hn";188662,648264;175128,216295;"2016-08-23";"Buiten";"Atlantic";5,86666666666667;176
"IV2017020211373000";"487606";"vegetatieplot";"6230_hmo";100;"6230_hmo";NA;209021,430143;196782,24602;"2016-08-19";"Buiten";"Atlantic";5,86666666666667;176
"IV2017020308555607";"2173889";"vegetatieplot";"6410_mo";100;"6410_ve";"7140_meso";73015,4154653;205536,863949;"2016-08-30";"Binnen";"Atlantic";0,621739130434783;143
"IV2017020309320429";"4008897";"vegetatieplot";"6410_mo";100;"6410_ve";"7140_meso";72987,1733862;205531,707453;"2016-08-30";"Binnen";"Atlantic";0,621739130434783;143
"IV2017020310250354";"10766985";"vegetatieplot";"6410_mo";100;"6410_ve";NA;112125,811604;193388,314782;"2016-06-09";"Binnen";"Atlantic";0,621739130434783;143
"IV2017020318234508";"282614";"vegetatieplot";"7140_meso";100;"7140_meso";NA;189107,812857;217774,409716;"2016-09-14";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017020318480754";"856054";"vegetatieplot";"7140_meso";100;"7140_meso";NA;188925,708695;217005,408655;"2016-09-14";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017020319064156";"170798";"vegetatieplot";"7140_oli";100;"7140_oli";NA;196053,908183;228213,089827;"2016-09-13";"Binnen";"Atlantic";9,97272727272727;1097
"IV2017020714540212";"863862";"vegetatieplot";"7140_meso";100;"7140_meso";NA;210630,845398;206906,754065;"2015-06-29";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017020813570832";"1013294";"vegetatieplot";"7140_meso";100;"7140_meso";NA;202187,980146;224168,021881;"2016-09-20";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017020814462786";"518902";"vegetatieplot";"7140_meso";100;"7140_meso";NA;190115,479015;209615,082212;"2016-09-21";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017020815451966";"14029138";"vegetatieplot";"6120";100;"6120";NA;247517,55828;187950,021511;"2015-06-04";"Binnen";"Atlantic";0,95;38
"IV2017020912043705";"20320594";"vegetatieplot";"6120";100;"6120";NA;247517,621945;188014,024257;"2015-06-04";"Binnen";"Atlantic";0,95;38
"IV2017020914342201";"11366482";"vegetatieplot";"6120";100;"6120";NA;250436,400761;197215,215474;"2015-06-03";"Binnen";"Atlantic";0,95;38
"IV2017020916182461";"4501586";"vegetatieplot";"6120";100;"6120";NA;250126,076644;196934,115952;"2015-06-03";"Binnen";"Atlantic";0,95;38
"IV2017021009570606";"2468182";"vegetatieplot";"6410_ve";100;"6410_ve";NA;185891,904552;186692,939878;"2015-05-29";"Binnen";"Atlantic";1,5;165
"IV2017021011372088";"4042038";"vegetatieplot";"6410_mo";100;"6410_mo";NA;186216,363647;186594,993925;"2015-05-29";"Binnen";"Atlantic";0,621739130434783;143
"IV2017021012413096";"544902";"vegetatieplot";"6230_ha";100;"6230_ha";NA;180157,922775;182126,280216;"2015-06-25";"Binnen";"Atlantic";9,30666666666667;1396
"IV2017021017031808";"1618054";"vegetatieplot";"6410_ve";100;"6410_ve";NA;179076,324128;184811,52642;"2015-05-28";"Binnen";"Atlantic";1,5;165
"IV2017021017402906";"6152326";"vegetatieplot";"6410_mo";100;"6410_mo";NA;179839,935261;184590,403945;"2015-05-28";"Binnen";"Atlantic";0,621739130434783;143
"IV2017021018144986";"1286278";"vegetatieplot";"6410_ve";100;"6410_ve";NA;180219,842933;185028,230266;"2015-06-25";"Binnen";"Atlantic";1,5;165
"IV2017021311152342";"4975814";"vegetatieplot";"6410_mo";100;"6410_mo";NA;162492,83913;179576,211702;"2015-06-19";"Binnen";"Atlantic";0,621739130434783;143
"IV2017021312171588";"4598982";"vegetatieplot";"6410_mo";100;"6410_mo";NA;162077,507011;179565,95051;"2015-06-19";"Binnen";"Atlantic";0,621739130434783;143
"IV2017021313081237";"9087041";"vegetatieplot";"6410_ve";100;"6410_ve";NA;74205,5919735;200718,113583;"2015-07-10";"Binnen";"Atlantic";1,5;165
"IV2017021314165316";"2898758";"vegetatieplot";"6410_mo";100;"6410_mo";NA;177693,591973;167246,113583;"2015-06-12";"Binnen";"Atlantic";0,621739130434783;143
"IV2017021315595672";"1022766";"vegetatieplot";"6230_hmo";100;"6230_hmo";"6410_mo";195581,591973;228014,113583;"2015-06-10";"Binnen";"Atlantic";5,635;1127
"IV2017021411231990";"3016210";"vegetatieplot";"6410_mo";100;"6410_mo";NA;231709,338377;212142,287865;"2015-06-23";"Buiten";"Atlantic";0,922222222222222;83
"IV2017021414091295";"498886";"vegetatieplot";"6410_mo";100;"6410_mo";NA;164509,742323;178543,600842;"2016-08-25";"Binnen";"Atlantic";0,621739130434783;143
"IV2017021414350820";"654598";"vegetatieplot";"6230_ha";100;"6230_ha";NA;166880,824775;164038,384026;"2016-08-25";"Buiten";"Atlantic";25,5333333333333;766
"IV2017021415171476";"753630";"vegetatieplot";"6230_hmo";100;"6230_ha";NA;160126,35798;225579,368383;"2016-09-19";"Binnen";"Atlantic";5,635;1127
"IV2017021415590760";"979286";"vegetatieplot";"6230_hmo";100;"6230_ha";"6230_hmo";184420,209363;190611,277132;"2016-08-24";"Binnen";"Atlantic";5,635;1127
"IV2017021416154407";"1062930";"vegetatieplot";"6410_mo";100;"6410_ve";NA;231069,591973;204398,113583;"2016-07-28";"Binnen";"Atlantic";0,621739130434783;143
"IV2017021416161173";"1346134";"vegetatieplot";"6410_ve";100;"6410_ve";NA;174146,022539;197569,658767;"2016-08-24";"Buiten";"Atlantic";4,2;42
"IV2017021416585251";"1474526";"vegetatieplot";"6230_hmo";100;"6230_hmo";"6230_hn";159517,59157;225742,114148;"2016-08-04";"Binnen";"Atlantic";5,635;1127
"IV2017021417294457";"1884126";"vegetatieplot";"6230_hmo";100;"6230_hmo";"6230_hn";159453,591973;226094,113583;"2016-08-02";"Binnen";"Atlantic";5,635;1127
"IV2017021511162976";"311262";"vegetatieplot";"6230_hn";100;"6230_hn";NA;159369,777366;225809,435353;"2015-07-28";"Binnen";"Atlantic";7,67647058823529;1305
"IV2017021512035316";"880094";"vegetatieplot";"7140_oli";100;"7140_oli";NA;165119,86422;226906,049343;"2016-10-07";"Binnen";"Atlantic";9,97272727272727;1097
"IV2017021513104974";"482290";"vegetatieplot";"7140_meso";100;"7140_meso";NA;240861,296754;181198,153397;"2016-09-13";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017021513172295";"3777298";"vegetatieplot";"6410_mo";100;"6410_ve";NA;223773,967018;205645,946869;"2016-07-27";"Binnen";"Atlantic";0,621739130434783;143
"IV2017021513305863";"267986";"vegetatieplot";"7140_meso";100;"7140_meso";NA;222937,726452;187353,605857;"2016-09-13";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017021513582966";"1388150";"vegetatieplot";"7140_meso";100;"7140_meso";NA;210845,840907;206990,246225;"2015-06-29";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017021514480221";"923346";"vegetatieplot";"7140_meso";100;"7140_meso";NA;222911,922797;187338,33367;"2016-09-13";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017021515052872";"419538";"vegetatieplot";"7140_oli";100;"7140_oli";NA;223581,665074;188718,042632;"2016-09-23";"Binnen";"Atlantic";9,97272727272727;1097
"IV2017021515263591";"943826";"vegetatieplot";"7140_oli";100;"7140_oli";NA;223453,674001;188718,417593;"2016-09-28";"Binnen";"Atlantic";9,97272727272727;1097
"IV2017021515505552";"271030";"vegetatieplot";"7140_meso";100;"7140_meso";NA;213918,058849;187917,871502;"2016-09-15";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017021516075256";"103094";"vegetatieplot";"7140_meso";100;"7140_meso";NA;213355,217623;187661,119908;"2016-09-15";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017021516261649";"959958";"vegetatieplot";"7140_oli";100;"7140_oli";NA;184157,591973;210830,113583;"2016-09-20";"Binnen";"Atlantic";9,97272727272727;1097
"IV2017021710262223";"1087350";"vegetatieplot";"7140_meso";100;"7140_meso";NA;206451,702357;204207,7394;"2016-09-20";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017021710534965";"3219382";"vegetatieplot";"7140_meso";100;"7140_meso";NA;215016,9709;197164,8839;"2015-09-21";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017021712152647";"1749942";"vegetatieplot";"7140_meso";100;"7140_meso";NA;218271,2669;199177,4062;"2015-09-17";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017021712361732";"702674";"vegetatieplot";"7140_oli";100;"7140_oli";NA;218685,7123;198734,3128;"2015-09-18";"Binnen";"Atlantic";9,97272727272727;1097
"IV2017021713122588";"3732406";"vegetatieplot";"7140_meso";100;"7140_meso";NA;217856,9211;198563,9364;"2015-09-21";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017021716440979";"1635254";"vegetatieplot";"7140_meso";100;"7140_meso";NA;217693,591973;198510,113583;"2015-09-21";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017021717085050";"4026418";"vegetatieplot";"6410_mo";100;"6410_mo";NA;219697,361855;172073,427524;"2016-06-18";"Buiten";"Atlantic";0,922222222222222;83
"IV2017021717285026";"2225078";"vegetatieplot";"7140_meso";100;"7140_meso";NA;218228,6158;198739,5022;"2015-09-18";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017022011205318";"1583446";"vegetatieplot";"6410_mo";100;"6410_ve";NA;184605,249834;185966,141663;"2016-07-19";"Binnen";"Atlantic";0,621739130434783;143
"IV2017022013121858";"5783154";"vegetatieplot";"6410_mo";100;"6410_mo";NA;220702,062707;168618,956605;"2016-07-12";"Binnen";"Atlantic";0,621739130434783;143
"IV2017022014150360";"414646";"vegetatieplot";"6230_hn";100;"6230_hn";NA;215965,591973;198702,113583;"2015-08-18";"Binnen";"Atlantic";7,67647058823529;1305
"IV2017022015390187";"905382";"vegetatieplot";"6410_mo";100;"6410_ve";NA;196509,591973;183374,113583;"2015-06-11";"Buiten";"Atlantic";0,922222222222222;83
"IV2017022111183354";"1004470";"vegetatieplot";"7140_meso";100;"7140_meso";NA;216413,591973;198222,113583;"2015-08-18";"Binnen";"Atlantic";6,17391304347826;1420
"IV2017022112545290";"3008870";"vegetatieplot";"6410_mo";100;"6410_mo";NA;197410,068133;167374,963378;"2015-07-07";"Buiten";"Atlantic";0,922222222222222;83
"IV2017022115375527";"4057446";"vegetatieplot";"6410_mo";100;"6410_mo";NA;197338,927889;167316,535926;"2015-07-07";"Buiten";"Atlantic";0,922222222222222;83
"IV2017022211385297";"3741830";"vegetatieplot";"6410_mo";100;"6230_hmo";"6410_ve";182912,359587;180618,748096;"2015-06-09";"Binnen";"Atlantic";0,621739130434783;143
"IV2017022213011877";"1156230";"vegetatieplot";"6410_mo";100;"6410_mo";NA;181411,666491;181547,409576;"2015-06-09";"Buiten";"Atlantic";0,922222222222222;83
"IV2017022315312444";"2160774";"vegetatieplot";"6410_mo";100;"6410_mo";NA;185036,683962;180200,415383;"2016-07-06";"Binnen";"Atlantic";0,621739130434783;143
"IV2017022318064503";"2839602";"vegetatieplot";"6410_mo";100;"6410_mo";NA;221402,530054;175373,420083;"2016-06-08";"Binnen";"Atlantic";0,621739130434783;143
"IV2017022410371769";"742450";"vegetatieplot";"6410_mo";100;"6410_mo";NA;221704,762861;175515,144844;"2016-06-16";"Binnen";"Atlantic";0,621739130434783;143
"IV2017022412465341";"480306";"vegetatieplot";"6410_mo";100;"6230_ha";"6410_mo";221339,542454;175265,493719;"2016-06-08";"Binnen";"Atlantic";0,621739130434783;143
"IV2017112908460816";"1036446";"vegetatieplot";"6230_hmo";100;"6230_hn";NA;170109,979663;224478,906724;"2017-07-12";"Binnen";"Atlantic";5,635;1127
"IV2017112912580483";"823129";"vegetatieplot";"6230_hmo";100;"6230_ha";NA;118205,776465;185709,911154;"2017-07-10";"Binnen";"Atlantic";5,635;1127
"IV2017112913583445";"1428270";"vegetatieplot";"6230_hn";100;"6230_hn";NA;196637,591973;229230,113583;"2017-06-26";"Buiten";"Atlantic";9,9;792
"IV2017112915243954";"1642233";"vegetatieplot";"6410_mo";100;"6410_ve";NA;124061,591973;182990,113583;"2017-06-23";"Binnen";"Atlantic";0,621739130434783;143
"IV2017113010102631";"6645958";"vegetatieplot";"6410_mo";100;"6410_mo";NA;169085,461202;177870,060719;"2017-06-23";"Binnen";"Atlantic";0,621739130434783;143
"IV2017113011505228";"6194105";"vegetatieplot";"6410_mo";100;"6410_mo";NA;145463,31811;156126,598224;"2017-06-20";"Buiten";"Atlantic";0,922222222222222;83
"IV2017120108115051";"1348277";"vegetatieplot";"1330_hpr";100;"1330_hpr";NA;64030,0311404;219854,663514;"2017-09-29";"Binnen";"Atlantic";5,18125;829
"IV2017120109032402";"299701";"vegetatieplot";"1330_hpr";100;"1330_hpr";NA;64253,8937659;219725,925639;"2017-09-29";"Binnen";"Atlantic";5,18125;829
"IV2017120111004036";"1403657";"vegetatieplot";"1330_hpr";100;"1330_hpr";NA;104551,741491;215530,58383;"2017-09-29";"Binnen";"Atlantic";5,18125;829
"IV2017120111463956";"4599942";"vegetatieplot";"6410_ve";100;"6410_ve";NA;179068,824823;184795,802684;"2017-06-29";"Binnen";"Atlantic";1,5;165
"IV2017120112090282";"2334854";"vegetatieplot";"6230_hmo";100;"6230_hmo";"7140_meso";180063,531102;184824,045604;"2017-06-29";"Binnen";"Atlantic";5,635;1127
"IV2017120112565263";"1040518";"vegetatieplot";"6230_hn";100;"6230_hn";NA;180381,750668;184493,998076;"2017-06-29";"Binnen";"Atlantic";7,67647058823529;1305
"IV2017120114192219";"2813697";"vegetatieplot";"6230_hn";80;"6230_hmo";"6230_hn";60829,4695787;204717,957076;"2017-09-25";"Binnen";"Atlantic";7,67647058823529;1305
"IV2017120117414722";"8158406";"vegetatieplot";"6410_mo";100;"6410_mo";NA;162798,290085;179928,836888;"2017-05-29";"Binnen";"Atlantic";0,621739130434783;143
"IV2017120118231406";"8121542";"vegetatieplot";"6410_mo";100;"6410_mo";NA;162462,066284;179501,347685;"2017-05-29";"Binnen";"Atlantic";0,621739130434783;143
"IV2017120118520910";"7072966";"vegetatieplot";"6410_mo";100;"6410_mo";NA;162429,733439;179534,421694;"2017-05-29";"Binnen";"Atlantic";0,621739130434783;143
"IV2018030220035638";"1443378";"vegetatieplot";"6230_hn";100;"6230_hn";NA;234884,988615;182288,994494;"2017-07-27";"Buiten";"Atlantic";9,9;792
"IV2018030221161700";"332786";"vegetatieplot";"6230_hn";100;"6230";NA;235902,001813;183791,32569;"2017-07-27";"Buiten";"Atlantic";9,9;792
"IV2018030415500950";"1085366";"vegetatieplot";"6230_hn";100;"6230_hn";NA;217214,90151;197709,734603;"2017-07-31";"Binnen";"Atlantic";7,67647058823529;1305
"IV2018030416251801";"983990";"vegetatieplot";"6230_hn";100;"6230_hn";NA;214845,430345;201357,93844;"2017-08-17";"Binnen";"Atlantic";7,67647058823529;1305
"IV2018030418071744";"309458";"vegetatieplot";"6230_hmo";100;"6230_hmo";"6230_hn";219324,307962;198636,24248;"2017-08-17";"Binnen";"Atlantic";5,635;1127
"IV2018030512111847";"2133926";"vegetatieplot";"6230_hmo";100;"6230_hmo";NA;186084,29873;179851,558463;"2017-07-20";"Binnen";"Atlantic";5,635;1127
"IV2018030513530737";"2264998";"vegetatieplot";"6230_hmo";100;"6230_hmo";NA;186457,933817;180070,354063;"2017-07-20";"Binnen";"Atlantic";5,635;1127
"IV2018030514594211";"3734950";"vegetatieplot";"6230_hn";100;"6230_hmo";NA;188628,083039;175090,510851;"2017-07-20";"Buiten";"Atlantic";9,9;792
"IV2018030614122464";"7203174";"vegetatieplot";"6410_mo";100;"6410_mo";NA;197341,644569;167342,101685;"2017-07-19";"Buiten";"Atlantic";0,922222222222222;83
"IV2018030711265492";"5624882";"vegetatieplot";"6410_ve";100;"6410_ve";NA;221817,544562;175440,42983;"2017-07-10";"Binnen";"Atlantic";1,5;165
"IV2018030714233862";"6948370";"vegetatieplot";"6410_mo";100;"6410_mo";NA;231741,554902;212238,110477;"2017-07-03";"Buiten";"Atlantic";0,922222222222222;83
"IV2018030715551163";"783954";"vegetatieplot";"6230_ha";100;"6230_ha";"6230_hn";239549,650833;186670,236523;"2017-06-30";"Binnen";"Atlantic";9,30666666666667;1396
"IV2018030719244841";"1140434";"vegetatieplot";"7140_meso";100;"7140_meso";NA;223493,907246;188159,600653;"2017-07-04";"Binnen";"Atlantic";6,17391304347826;1420
"IV2018030719484292";"1468114";"vegetatieplot";"7140_oli";70;"7140_oli";NA;223741,565974;188750,136668;"2017-07-10";"Binnen";"Atlantic";9,97272727272727;1097
"IV2018031009213148";"1367026";"vegetatieplot";"7140_oli";100;"7140_oli";NA;240215,696929;180581,346294;"2017-06-30";"Binnen";"Atlantic";9,97272727272727;1097
"IV2018031010191687";"222518";"vegetatieplot";"7140_meso";100;"7140_meso";NA;192733,450108;189902,302694;"2017-07-25";"Binnen";"Atlantic";6,17391304347826;1420
"IV2018031021192601";"1576886";"vegetatieplot";"7140_oli";100;"7140_oli";NA;218090,768346;198021,531509;"2017-07-31";"Binnen";"Atlantic";9,97272727272727;1097
"IV2018031109022283";"471990";"vegetatieplot";"7140_meso";100;"7140_meso";NA;217245,591973;198478,113583;"2017-08-17";"Binnen";"Atlantic";6,17391304347826;1420
"IV2018031113042338";"369974";"vegetatieplot";"7140_meso";100;"7140_meso";NA;193181,630136;189453,945327;"2017-07-25";"Binnen";"Atlantic";6,17391304347826;1420
